test,period,n_components,p,q,RSS,amplitude,acrophase,mesor,n_points
ADAMTS17/nlrp3,20.5,1.0,0.03245082904547136,0.03704976110123215,3.869788672531194,0.45200283559786947,-2.544840376623586,6.129439497289482,22.0
ADAMTS17/nlrp3,20.6,1.0,0.030931346711040364,0.03704976110123215,3.8503032567884117,0.4550240063960123,-2.5211483565214126,6.125785988693472,22.0
ADAMTS17/nlrp3,20.7,1.0,0.029562501522020668,0.03704976110123215,3.8320018537591065,0.4577983084952043,-2.497486881379472,6.12214003944534,22.0
ADAMTS17/nlrp3,20.8,1.0,0.028333856504274002,0.03704976110123215,3.8149173424965555,0.46031818090777327,-2.473855296442955,6.118510683224951,22.0
ADAMTS17/nlrp3,20.9,1.0,0.027235747884120864,0.03704976110123215,3.7990774263692835,0.462577461297329,-2.4502539269273536,6.114906722572538,22.0
ADAMTS17/nlrp3,21.0,1.0,0.02625926310326132,0.03704976110123215,3.784504368955968,0.4645714371671394,-2.426683981641015,6.1113366671802005,22.0
ADAMTS17/nlrp3,21.1,1.0,0.02539621550916027,0.03704976110123215,3.7712148112442656,0.4662968736296712,-2.4031474643237667,6.107808675771053,22.0
ADAMTS17/nlrp3,21.2,1.0,0.02463911610231273,0.03704976110123215,3.7592196709084167,0.4677520183889796,-2.3796470923257425,6.104330502693497,22.0
ADAMTS17/nlrp3,21.3,1.0,0.023981142806385303,0.03704976110123215,3.7485241224532295,0.46893658502517743,-2.35618622223038,6.100909450189941,22.0
ADAMTS17/nlrp3,21.4,1.0,0.023416107772313843,0.03704976110123215,3.7391276551518295,0.46985171608293974,-2.3327687820120304,6.097552327110875,22.0
ADAMTS17/nlrp3,21.5,1.0,0.022938423239265537,0.03704976110123215,3.7310242040330737,0.4704999278202015,-2.3093992093113918,6.0942654146441235,22.0
ADAMTS17/nlrp3,23.5,1.0,0.026990817760117136,0.03704976110123215,3.7954665624657995,0.4393715412405484,-1.8616066448172204,6.048035896739289,22.0
ADAMTS17/nlrp3,23.6,1.0,0.02776575600481368,0.03704976110123215,3.806792614999406,0.4363920562939091,-1.840749603721897,6.046727469481084,22.0
ADAMTS17/nlrp3,23.7,1.0,0.028592084459035272,0.03704976110123215,3.81856232066063,0.4333511446195689,-1.8200944970214514,6.045502980106526,22.0
ADAMTS17/nlrp3,23.8,1.0,0.029469802279161406,0.03704976110123215,3.8307352314671737,0.4302572225002351,-1.7996490518897694,6.044359796695655,22.0
ADAMTS17/nlrp3,23.9,1.0,0.030398908144215975,0.03704976110123215,3.843272369296749,0.42711827558517634,-1.7794209635811882,6.043295241647342,22.0
ADAMTS17/nlrp3,24.0,1.0,0.03137938856891653,0.03704976110123215,3.8561362743648693,0.4239418568674835,-1.7594178862111183,6.042306612719951,22.0
ADAMTS17/nlrp3,24.1,1.0,0.03241120694282995,0.03704976110123215,3.8692910354780827,0.42073508906877216,-1.7396474233429775,6.041391201976884,22.0
ADAMTS17/nlrp3,24.2,1.0,0.03349429325731801,0.03704976110123215,3.8827023041166284,0.4175046708607943,-1.7201171182989925,6.040546312690484,22.0
ADAMTS17/nlrp3,24.3,1.0,0.03462853448576586,0.03704976110123215,3.8963372943493066,0.4142568863778079,-1.7008344441172167,6.039769274278674,22.0
ADAMTS17/nlrp3,24.4,1.0,0.03581376558643645,0.03704976110123215,3.910164770503185,0.41099761750377317,-1.6818067930826663,6.0390574553658585,22.0
ADAMTS17/nlrp3,24.5,1.0,0.03704976110123215,0.03704976110123215,3.924155024409023,0.4077323584525295,-1.6630414657642445,6.038408275071195,22.0
ARMCX4/nlrp3,20.5,1.0,0.02987433620094604,0.02987433620094604,0.1064592347608018,0.2581533700107492,-6.253964638571741,5.325861723469097,9.0
ARMCX4/nlrp3,20.6,1.0,0.02754993031848285,0.02886183176222013,0.10362330036318956,0.25794556289908355,-6.219526680602786,5.327707328786005,9.0
ARMCX4/nlrp3,20.7,1.0,0.0254706895492518,0.02801775850417698,0.10094794587615233,0.25764888122910656,-6.1851842482615575,5.329508933606357,9.0
ARMCX4/nlrp3,20.8,1.0,0.023610706725938124,0.02733871305108625,0.0984283596872436,0.25727222944814004,-6.150952071702182,5.331265608809706,9.0
ARMCX4/nlrp3,20.9,1.0,0.02194674992457979,0.026823805463375296,0.09605957416261893,0.2568239157858322,-6.1168439946238555,5.332976784714928,9.0
ARMCX4/nlrp3,21.0,1.0,0.02045804055349243,0.026475111304519613,0.09383652803149856,0.256311652785544,-6.082873081224414,5.334642211238993,9.0
ARMCX4/nlrp3,21.1,1.0,0.019126035840278166,0.02629829928038248,0.09175411988948733,0.2557425646734027,-6.049051713271523,5.33626192047534,9.0
ARMCX4/nlrp3,21.2,1.0,0.017934219852386413,0.02629829928038248,0.08980725355073056,0.2551232001670646,-6.015391678172098,5.337836191831517,9.0
ARMCX4/nlrp3,21.3,1.0,0.016867905835704522,0.02629829928038248,0.08799087599490023,0.254459549513091,-5.981904248839107,5.3393655197826915,9.0
ARMCX4/nlrp3,21.4,1.0,0.015914051588712175,0.02629829928038248,0.08630000864824479,0.2537570647175235,-5.948600256078001,5.340850584231444,9.0
ARMCX4/nlrp3,21.5,1.0,0.01506108876598966,0.02629829928038248,0.08472977271432286,0.2530206820960684,-5.915490154141488,5.34229222341374,9.0
ARMCX4/nlrp3,23.5,1.0,0.009406269181713944,0.021140588244897396,0.07242520275325852,0.23526202778916996,-5.308646481099794,5.3639119593508635,9.0
ARMCX4/nlrp3,23.6,1.0,0.009442094578151705,0.021140588244897396,0.07251703421981018,0.23430110380823246,-5.281789770965045,5.364732581877854,9.0
