pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,5,7,0
0.002,9,9,0
0.003,14,12,0
0.004,20,15,1
0.005,23,20,1
0.006,28,23,2
0.007,35,27,3
0.008,40,31,3
0.009000000000000001,45,36,3
0.01,52,40,3
0.011,55,48,5
0.012,67,49,5
0.013000000000000001,71,55,5
0.014,77,55,6
0.015,80,61,7
0.016,88,67,7
0.017,93,70,7
0.018000000000000002,102,74,7
0.019,110,80,7
0.02,117,84,7
0.021,122,86,7
0.022,129,89,7
0.023,135,95,8
0.024,144,97,8
0.025,151,98,8
0.026000000000000002,161,106,8
0.027,172,111,9
0.028,179,115,10
0.029,182,122,10
0.03,190,123,10
0.031,195,131,11
0.032,202,132,13
0.033,208,136,14
0.034,214,142,14
0.035,219,149,14
0.036000000000000004,231,156,15
0.037,236,158,16
0.038,238,162,16
0.039,246,166,16
0.04,251,170,16
0.041,257,179,16
0.042,264,184,16
0.043000000000000003,269,191,16
0.044,275,198,17
0.045,278,203,18
0.046,283,207,18
0.047,290,213,19
0.048,296,219,20
0.049,306,225,20
0.05,311,231,20
0.051000000000000004,311,231,20
0.052000000000000005,311,231,20
0.053,311,231,20
0.054,311,231,20
0.055,311,231,20
0.056,311,231,20
0.057,311,231,20
0.058,311,231,20
0.059000000000000004,311,231,20
