pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,6,4,0
0.002,13,8,0
0.003,19,11,0
0.004,26,13,0
0.005,32,18,0
0.006,41,21,0
0.007,51,29,1
0.008,55,32,1
0.009000000000000001,61,34,1
0.01,68,39,1
0.011,78,45,1
0.012,88,51,1
0.013000000000000001,96,56,2
0.014,103,62,2
0.015,114,66,4
0.016,122,67,4
0.017,126,71,5
0.018000000000000002,132,77,6
0.019,136,85,6
0.02,139,93,8
0.021,144,96,8
0.022,153,105,8
0.023,158,109,9
0.024,167,113,10
0.025,170,117,10
0.026000000000000002,176,124,11
0.027,186,129,11
0.028,189,139,11
0.029,194,145,11
0.03,194,148,11
0.031,203,150,12
0.032,208,156,12
0.033,212,157,12
0.034,215,159,12
0.035,221,162,12
0.036000000000000004,227,165,13
0.037,233,169,14
0.038,240,176,16
0.039,248,181,18
0.04,254,188,18
0.041,260,193,23
0.042,268,201,25
0.043000000000000003,275,204,25
0.044,277,211,26
0.045,279,214,26
0.046,284,216,26
0.047,288,225,28
0.048,295,231,28
0.049,303,238,30
0.05,307,244,33
0.051000000000000004,307,244,33
0.052000000000000005,307,244,33
0.053,307,244,33
0.054,307,244,33
0.055,307,244,33
0.056,307,244,33
0.057,307,244,33
0.058,307,244,33
0.059000000000000004,307,244,33
