qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,0,1,0
0.003,2,2,0
0.004,4,5,0
0.005,5,5,0
0.006,6,6,0
0.007,6,6,0
0.008,7,7,0
0.009000000000000001,7,8,0
0.01,8,8,0
0.011,9,8,0
0.012,10,8,0
0.013000000000000001,12,11,0
0.014,13,11,0
0.015,13,13,1
0.016,13,13,1
0.017,17,14,1
0.018000000000000002,19,14,1
0.019,20,16,2
0.02,22,16,2
0.021,23,16,2
0.022,23,17,2
0.023,24,18,2
0.024,25,18,2
0.025,25,18,2
0.026000000000000002,27,21,2
0.027,29,23,2
0.028,29,24,2
0.029,30,25,3
0.03,31,25,3
0.031,31,25,3
0.032,31,28,3
0.033,32,28,3
0.034,32,29,3
0.035,34,29,4
0.036000000000000004,34,29,4
0.037,35,30,4
0.038,38,30,4
0.039,41,31,4
0.04,42,31,4
0.041,44,34,4
0.042,45,34,4
0.043000000000000003,47,34,4
0.044,51,34,4
0.045,51,34,4
0.046,53,34,4
0.047,54,35,4
0.048,55,38,4
0.049,58,39,4
0.05,61,40,4
0.051000000000000004,61,40,4
0.052000000000000005,61,40,4
0.053,61,40,4
0.054,61,40,4
0.055,61,40,4
0.056,61,40,4
0.057,61,40,4
0.058,61,40,4
0.059000000000000004,61,40,4
