qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,1,0,0
0.003,2,0,0
0.004,2,0,0
0.005,2,0,0
0.006,3,0,0
0.007,3,0,0
0.008,4,1,0
0.009000000000000001,4,1,0
0.01,5,1,0
0.011,6,1,0
0.012,6,1,0
0.013000000000000001,7,1,0
0.014,8,3,0
0.015,9,3,0
0.016,9,3,0
0.017,10,5,0
0.018000000000000002,11,7,0
0.019,11,8,0
0.02,11,8,0
0.021,11,8,0
0.022,11,9,0
0.023,11,10,0
0.024,11,11,0
0.025,12,11,0
0.026000000000000002,13,11,0
0.027,15,12,0
0.028,17,13,1
0.029,17,13,1
0.03,17,13,1
0.031,17,13,1
0.032,17,13,1
0.033,18,14,1
0.034,19,14,1
0.035,20,15,1
0.036000000000000004,20,15,1
0.037,21,15,1
0.038,23,16,1
0.039,23,17,1
0.04,23,17,1
0.041,23,17,1
0.042,23,19,1
0.043000000000000003,24,20,1
0.044,25,20,1
0.045,25,21,1
0.046,28,21,1
0.047,29,21,1
0.048,30,22,1
0.049,30,22,1
0.05,32,22,1
0.051000000000000004,32,22,1
0.052000000000000005,32,22,1
0.053,32,22,1
0.054,32,22,1
0.055,32,22,1
0.056,32,22,1
0.057,32,22,1
0.058,32,22,1
0.059000000000000004,32,22,1
