qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,4,2,0
0.002,5,5,0
0.003,9,9,0
0.004,10,10,0
0.005,11,12,0
0.006,13,15,0
0.007,16,15,0
0.008,18,17,0
0.009000000000000001,20,20,1
0.01,21,21,1
0.011,24,23,1
0.012,24,25,2
0.013000000000000001,27,26,2
0.014,33,29,5
0.015,35,31,6
0.016,39,33,6
0.017,41,33,7
0.018000000000000002,45,34,7
0.019,46,35,7
0.02,48,36,7
0.021,50,38,7
0.022,53,40,7
0.023,56,46,8
0.024,56,49,8
0.025,56,50,8
0.026000000000000002,57,54,8
0.027,57,57,8
0.028,59,58,8
0.029,60,60,8
0.03,63,62,9
0.031,69,64,12
0.032,70,65,12
0.033,72,67,13
0.034,73,69,13
0.035,73,70,13
0.036000000000000004,74,73,13
0.037,75,73,13
0.038,78,75,14
0.039,79,75,14
0.04,80,77,14
0.041,80,79,14
0.042,82,80,14
0.043000000000000003,83,82,15
0.044,85,83,18
0.045,85,83,18
0.046,87,84,18
0.047,89,86,19
0.048,92,90,19
0.049,96,92,19
