qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,1,0
0.002,2,3,0
0.003,4,4,0
0.004,5,5,0
0.005,5,5,0
0.006,7,9,0
0.007,9,9,0
0.008,9,9,0
0.009000000000000001,9,9,0
0.01,9,11,0
0.011,10,12,0
0.012,12,12,0
0.013000000000000001,13,15,1
0.014,15,16,2
0.015,15,17,3
0.016,16,18,3
0.017,18,18,3
0.018000000000000002,19,18,3
0.019,22,18,3
0.02,24,19,3
0.021,25,19,3
0.022,26,19,3
0.023,27,20,3
0.024,29,20,3
0.025,31,23,3
0.026000000000000002,33,25,3
0.027,34,28,3
0.028,35,31,4
0.029,37,31,4
0.03,37,32,4
0.031,41,34,4
0.032,43,35,4
0.033,43,37,4
0.034,45,38,4
0.035,48,39,4
0.036000000000000004,50,41,4
0.037,51,42,4
0.038,53,43,4
0.039,58,44,5
0.04,63,44,5
0.041,64,46,5
0.042,66,46,5
0.043000000000000003,68,46,5
0.044,71,47,5
0.045,73,47,5
0.046,74,47,5
0.047,76,48,5
0.048,79,49,5
0.049,80,50,5
0.05,82,50,5
0.051000000000000004,82,50,5
0.052000000000000005,82,50,5
0.053,82,50,5
0.054,82,50,5
0.055,82,50,5
0.056,82,50,5
0.057,82,50,5
0.058,82,50,5
0.059000000000000004,82,50,5
