pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,6,6,0
0.002,9,10,0
0.003,11,13,1
0.004,19,17,1
0.005,23,18,1
0.006,29,20,2
0.007,39,28,3
0.008,44,31,3
0.009000000000000001,50,33,3
0.01,60,38,4
0.011,73,43,4
0.012,80,49,5
0.013000000000000001,84,52,5
0.014,93,56,5
0.015,100,65,7
0.016,109,69,8
0.017,114,76,9
0.018000000000000002,120,83,9
0.019,125,91,10
0.02,127,97,10
0.021,129,103,11
0.022,134,106,11
0.023,137,110,11
0.024,141,114,11
0.025,148,116,11
0.026000000000000002,148,122,12
0.027,150,125,12
0.028,151,133,12
0.029,158,139,13
0.03,161,144,14
0.031,166,148,14
0.032,173,151,14
0.033,178,160,15
0.034,180,163,15
0.035,183,166,15
0.036000000000000004,193,171,16
0.037,195,173,17
0.038,197,178,17
0.039,202,179,17
0.04,205,182,18
0.041,208,186,18
0.042,212,194,18
0.043000000000000003,216,200,20
0.044,221,204,20
0.045,224,208,20
0.046,231,212,20
0.047,235,215,21
0.048,238,217,21
0.049,248,221,23
0.05,255,224,23
0.051000000000000004,255,224,23
0.052000000000000005,255,224,23
0.053,255,224,23
0.054,255,224,23
0.055,255,224,23
0.056,255,224,23
0.057,255,224,23
0.058,255,224,23
0.059000000000000004,255,224,23
