qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,1,0
0.002,0,1,0
0.003,0,1,0
0.004,0,1,0
0.005,0,1,0
0.006,0,1,0
0.007,0,1,0
0.008,0,1,0
0.009000000000000001,0,1,0
0.01,0,1,0
0.011,0,1,0
0.012,0,3,0
0.013000000000000001,0,3,0
0.014,0,3,0
0.015,1,3,0
0.016,1,3,0
0.017,1,3,0
0.018000000000000002,1,3,0
0.019,1,3,0
0.02,2,3,0
0.021,2,3,0
0.022,2,4,0
0.023,3,4,0
0.024,3,4,0
0.025,3,4,0
0.026000000000000002,4,5,0
0.027,4,5,0
0.028,5,5,0
0.029,5,6,0
0.03,5,6,0
0.031,5,6,0
0.032,5,6,0
0.033,6,6,0
0.034,6,6,0
0.035,7,6,0
0.036000000000000004,7,6,0
0.037,7,7,0
0.038,7,8,0
0.039,7,8,0
0.04,7,8,0
0.041,8,8,0
0.042,8,8,0
0.043000000000000003,8,8,0
0.044,8,8,0
0.045,8,9,0
0.046,8,9,0
0.047,8,9,0
0.048,8,9,0
0.049,8,9,0
0.05,8,9,0
0.051000000000000004,8,9,0
0.052000000000000005,8,9,0
0.053,8,9,0
0.054,8,9,0
0.055,8,9,0
0.056,8,9,0
0.057,8,9,0
0.058,8,9,0
0.059000000000000004,8,9,0
