qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,0,0,0
0.003,0,0,0
0.004,0,0,0
0.005,0,0,0
0.006,1,0,0
0.007,1,0,0
0.008,2,0,0
0.009000000000000001,4,1,0
0.01,4,1,0
0.011,5,1,0
0.012,5,1,0
0.013000000000000001,6,1,0
0.014,7,1,0
0.015,7,1,0
0.016,7,1,0
0.017,7,1,0
0.018000000000000002,7,2,0
0.019,7,2,0
0.02,8,2,0
0.021,8,2,0
0.022,8,2,0
0.023,8,5,0
0.024,8,7,0
0.025,9,7,0
0.026000000000000002,10,8,0
0.027,11,10,0
0.028,12,10,0
0.029,13,10,0
0.03,13,10,0
0.031,15,11,0
0.032,15,11,0
0.033,15,11,0
0.034,15,11,0
0.035,16,11,0
0.036000000000000004,16,11,0
0.037,17,11,0
0.038,19,12,0
0.039,20,12,0
0.04,20,12,0
0.041,20,12,0
0.042,22,14,0
0.043000000000000003,23,14,0
0.044,25,14,0
0.045,26,14,0
0.046,29,14,0
0.047,30,14,0
0.048,31,14,0
0.049,33,16,1
0.05,33,17,1
0.051000000000000004,33,17,1
0.052000000000000005,33,17,1
0.053,33,17,1
0.054,33,17,1
0.055,33,17,1
0.056,33,17,1
0.057,33,17,1
0.058,33,17,1
0.059000000000000004,33,17,1
