qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,0,1,0
0.003,0,1,0
0.004,1,2,0
0.005,1,2,0
0.006,2,2,0
0.007,2,2,0
0.008,2,2,0
0.009000000000000001,2,2,0
0.01,3,2,0
0.011,3,2,0
0.012,3,2,0
0.013000000000000001,3,3,0
0.014,3,3,0
0.015,4,3,0
0.016,5,3,0
0.017,5,3,0
0.018000000000000002,5,4,0
0.019,5,4,0
0.02,5,4,0
0.021,5,4,0
0.022,5,5,0
0.023,5,5,0
0.024,5,6,0
0.025,5,6,0
0.026000000000000002,5,6,0
0.027,5,6,0
0.028,5,6,0
0.029,5,7,0
0.03,5,7,0
0.031,5,7,0
0.032,5,7,0
0.033,5,7,0
0.034,5,7,0
0.035,5,7,0
0.036000000000000004,5,7,0
0.037,5,7,0
0.038,5,8,0
0.039,5,8,0
0.04,5,8,0
0.041,5,8,0
0.042,5,8,0
0.043000000000000003,5,8,0
0.044,5,8,0
0.045,5,8,0
0.046,6,8,0
0.047,6,8,0
0.048,6,9,0
0.049,6,9,0
0.05,6,9,0
0.051000000000000004,6,9,0
0.052000000000000005,6,9,0
0.053,6,9,0
0.054,6,9,0
0.055,6,9,0
0.056,7,9,0
0.057,7,9,0
0.058,7,9,0
0.059000000000000004,7,9,0
0.06,7,9,0
0.061,7,9,0
0.062,7,9,0
0.063,8,9,0
0.064,8,9,0
0.065,8,9,0
0.066,8,9,0
0.067,8,9,0
0.068,19,9,0
0.069,19,9,0
0.07,20,9,0
0.07100000000000001,20,9,0
0.07200000000000001,20,9,0
0.073,20,9,0
0.074,20,9,0
0.075,20,9,0
0.076,20,9,0
0.077,20,9,0
0.078,20,9,0
0.079,21,9,0
0.08,21,9,0
0.081,21,9,0
0.082,21,9,0
0.083,21,9,0
0.084,22,9,0
0.085,22,9,0
0.08600000000000001,22,9,0
0.08700000000000001,22,10,0
0.088,22,10,0
0.089,22,10,0
0.09,22,10,0
0.091,22,11,0
0.092,22,11,0
0.093,22,11,0
0.094,22,11,0
0.095,22,11,0
0.096,22,11,0
0.097,23,11,0
0.098,23,11,0
0.099,23,11,0
