qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,0,0,0
0.003,0,1,0
0.004,0,1,0
0.005,1,1,0
0.006,1,2,0
0.007,1,2,0
0.008,1,2,0
0.009000000000000001,1,2,0
0.01,1,2,0
0.011,1,2,0
0.012,1,2,0
0.013000000000000001,1,3,0
0.014,1,3,0
0.015,1,3,0
0.016,1,3,0
0.017,1,3,0
0.018000000000000002,1,3,0
0.019,1,3,0
0.02,1,3,0
0.021,1,3,0
0.022,2,3,0
0.023,2,3,0
0.024,2,3,0
0.025,2,4,0
0.026000000000000002,2,4,0
0.027,2,4,0
0.028,2,4,0
0.029,2,4,0
0.03,2,4,0
0.031,2,4,0
0.032,2,5,0
0.033,2,5,0
0.034,2,5,0
0.035,2,5,0
0.036000000000000004,2,5,0
0.037,2,5,0
0.038,2,5,0
0.039,4,5,0
0.04,4,6,0
0.041,4,6,0
0.042,4,6,0
0.043000000000000003,4,6,0
0.044,14,6,0
0.045,14,6,0
0.046,14,6,0
0.047,14,6,0
0.048,14,6,0
0.049,14,6,0
0.05,14,6,0
0.051000000000000004,14,6,0
0.052000000000000005,14,7,0
0.053,14,7,0
0.054,14,7,0
0.055,15,7,0
0.056,16,7,0
0.057,17,7,0
0.058,17,7,0
0.059000000000000004,17,7,0
0.06,17,7,0
0.061,17,7,0
0.062,17,7,0
0.063,17,7,0
0.064,18,7,0
0.065,18,8,0
0.066,19,9,0
0.067,19,10,0
0.068,19,10,0
0.069,19,10,0
0.07,19,10,0
0.07100000000000001,20,10,0
0.07200000000000001,20,10,0
0.073,20,11,0
0.074,20,11,0
0.075,20,11,0
0.076,20,11,0
0.077,20,11,0
0.078,20,11,0
0.079,21,12,0
0.08,21,13,0
0.081,22,13,0
0.082,22,13,0
0.083,22,13,0
0.084,22,13,0
0.085,22,13,0
0.08600000000000001,22,13,0
0.08700000000000001,22,13,0
0.088,22,13,0
0.089,23,13,0
0.09,23,14,0
0.091,23,14,0
0.092,23,14,0
0.093,23,14,0
0.094,23,14,0
0.095,23,14,0
0.096,23,14,0
0.097,23,14,0
0.098,23,14,0
0.099,24,14,0
