qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,0,0,0
0.003,0,0,0
0.004,0,0,0
0.005,0,0,0
0.006,0,0,0
0.007,1,0,0
0.008,1,0,0
0.009000000000000001,1,0,0
0.01,1,0,0
0.011,3,0,0
0.012,3,0,0
0.013000000000000001,3,0,0
0.014,3,0,0
0.015,3,0,0
0.016,3,0,0
0.017,3,0,0
0.018000000000000002,3,0,0
0.019,3,0,0
0.02,3,0,0
0.021,3,1,0
0.022,3,1,0
0.023,3,1,0
0.024,3,1,0
0.025,3,1,0
0.026000000000000002,3,1,0
0.027,3,1,0
0.028,3,1,0
0.029,4,1,0
0.03,4,2,0
0.031,4,2,0
0.032,4,2,0
0.033,4,2,0
0.034,4,2,0
0.035,4,2,0
0.036000000000000004,5,2,0
0.037,5,2,0
0.038,5,2,0
0.039,5,2,0
0.04,5,3,0
0.041,6,3,0
0.042,7,3,0
0.043000000000000003,7,3,0
0.044,9,3,0
0.045,9,3,0
0.046,9,3,0
0.047,9,3,0
0.048,10,3,0
0.049,10,3,0
0.05,10,3,0
0.051000000000000004,10,4,0
0.052000000000000005,11,4,0
0.053,11,5,0
0.054,11,5,0
0.055,12,5,0
0.056,12,5,0
0.057,12,5,0
0.058,12,5,0
0.059000000000000004,12,5,0
0.06,12,6,0
0.061,12,6,0
0.062,13,6,0
0.063,13,6,0
0.064,13,6,0
0.065,13,6,0
0.066,14,7,0
0.067,14,7,0
0.068,15,7,0
0.069,15,7,0
0.07,15,7,0
0.07100000000000001,15,7,0
0.07200000000000001,15,7,0
0.073,15,7,0
0.074,16,7,0
0.075,16,7,0
0.076,16,7,0
0.077,17,7,0
0.078,17,7,0
0.079,17,7,0
0.08,17,7,0
0.081,18,8,0
0.082,18,8,0
0.083,18,8,0
0.084,18,8,0
0.085,18,8,0
0.08600000000000001,18,8,0
0.08700000000000001,18,8,0
0.088,18,8,0
0.089,18,8,0
0.09,19,9,0
0.091,19,9,0
0.092,19,9,0
0.093,19,9,0
0.094,19,9,0
0.095,19,11,0
0.096,19,11,0
0.097,19,11,0
0.098,19,11,0
0.099,19,11,0
