pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,1,0
0.002,2,2,0
0.003,2,2,0
0.004,5,2,0
0.005,6,4,0
0.006,7,6,0
0.007,8,6,0
0.008,8,6,0
0.009000000000000001,13,6,0
0.01,14,6,0
0.011,15,6,0
0.012,15,9,0
0.013000000000000001,16,10,0
0.014,16,11,0
0.015,16,11,0
0.016,18,11,0
0.017,18,11,0
0.018000000000000002,18,11,0
0.019,18,12,0
0.02,20,13,0
0.021,20,13,0
0.022,21,13,0
0.023,21,14,0
0.024,22,14,0
0.025,22,14,0
0.026000000000000002,22,14,0
0.027,22,14,0
0.028,22,14,0
0.029,22,16,0
0.03,22,17,0
0.031,23,17,0
0.032,23,17,0
0.033,24,17,0
0.034,25,17,0
0.035,25,17,0
0.036000000000000004,25,18,0
0.037,25,18,0
0.038,26,19,0
0.039,26,19,0
0.04,26,19,0
0.041,26,19,0
0.042,26,19,0
0.043000000000000003,26,19,0
0.044,26,19,0
0.045,27,22,0
0.046,27,22,0
0.047,27,23,0
0.048,29,23,0
0.049,29,24,0
0.05,29,25,0
0.051000000000000004,29,25,0
0.052000000000000005,29,25,0
0.053,29,25,0
0.054,29,25,0
0.055,29,25,0
0.056,29,25,0
0.057,29,25,0
0.058,31,25,0
0.059000000000000004,33,25,0
0.06,33,25,0
0.061,33,25,0
0.062,33,25,0
0.063,33,25,0
0.064,33,25,0
0.065,33,25,0
0.066,33,25,0
0.067,33,25,0
0.068,33,25,0
0.069,33,25,0
0.07,33,25,0
0.07100000000000001,33,25,0
0.07200000000000001,33,25,0
0.073,33,25,0
0.074,33,25,0
0.075,33,25,0
0.076,33,25,0
0.077,33,25,0
0.078,33,25,0
0.079,33,25,0
0.08,33,25,0
0.081,33,25,0
0.082,33,25,0
0.083,33,25,0
0.084,33,25,0
0.085,34,25,0
0.08600000000000001,34,25,0
0.08700000000000001,34,25,0
0.088,34,25,0
0.089,34,25,0
0.09,34,25,0
0.091,34,25,0
0.092,34,25,0
0.093,34,25,0
0.094,34,25,0
0.095,34,25,0
0.096,34,25,0
0.097,34,25,0
0.098,34,25,0
0.099,34,25,0
