pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,77,85,26
0.002,118,114,42
0.003,151,141,48
0.004,181,166,59
0.005,203,195,72
0.006,224,223,82
0.007,245,250,94
0.008,261,265,102
0.009000000000000001,283,284,108
0.01,292,302,113
0.011,303,322,117
0.012,320,343,124
0.013000000000000001,334,358,131
0.014,345,377,139
0.015,361,398,150
0.016,381,410,157
0.017,392,428,164
0.018000000000000002,405,438,168
0.019,423,453,171
0.02,444,465,176
0.021,463,478,182
0.022,481,490,185
0.023,491,512,192
0.024,502,534,195
0.025,513,542,197
0.026000000000000002,534,559,207
0.027,548,568,212
0.028,559,579,217
0.029,574,593,224
0.03,585,605,232
0.031,600,614,233
0.032,612,629,240
0.033,632,638,248
0.034,637,651,253
0.035,646,660,255
0.036000000000000004,656,673,259
0.037,665,685,263
0.038,677,702,266
0.039,691,710,271
0.04,704,724,280
0.041,711,743,284
0.042,723,749,287
0.043000000000000003,734,759,296
0.044,752,771,302
0.045,761,777,302
0.046,775,785,303
0.047,785,800,308
0.048,795,815,315
0.049,804,832,318
0.05,815,839,322
0.051000000000000004,818,843,322
0.052000000000000005,827,844,322
0.053,829,845,323
0.054,844,846,323
0.055,844,848,323
0.056,844,848,323
0.057,844,848,323
0.058,845,848,323
0.059000000000000004,845,850,323
0.06,846,850,323
0.061,846,850,323
0.062,846,850,323
0.063,846,850,323
0.064,847,850,323
0.065,847,850,323
0.066,847,850,323
0.067,847,850,323
0.068,847,850,323
0.069,847,850,323
0.07,847,850,323
0.07100000000000001,847,850,323
0.07200000000000001,847,850,323
0.073,847,851,323
0.074,847,851,323
0.075,847,852,323
0.076,847,852,323
0.077,847,852,323
0.078,847,852,323
0.079,847,852,323
0.08,847,852,323
0.081,847,852,323
0.082,847,852,323
0.083,847,852,323
0.084,847,852,323
0.085,847,853,323
0.08600000000000001,847,853,323
0.08700000000000001,847,853,323
0.088,847,853,323
0.089,847,853,323
0.09,847,853,323
0.091,847,853,323
0.092,847,853,323
0.093,847,853,323
0.094,847,853,323
0.095,847,853,323
0.096,847,853,323
0.097,847,853,323
0.098,847,853,323
0.099,847,853,323
