pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1,0,0
0.002,1,1,0
0.003,1,1,0
0.004,3,1,0
0.005,3,1,0
0.006,3,1,0
0.007,5,1,0
0.008,5,1,0
0.009000000000000001,6,1,0
0.01,7,2,0
0.011,8,2,0
0.012,8,4,0
0.013000000000000001,9,4,0
0.014,10,5,0
0.015,11,7,0
0.016,11,7,0
0.017,12,10,0
0.018000000000000002,13,11,0
0.019,14,12,0
0.02,14,13,0
0.021,14,15,0
0.022,14,15,0
0.023,14,15,0
0.024,15,15,0
0.025,16,16,0
0.026000000000000002,16,16,0
0.027,16,17,0
0.028,16,17,0
0.029,16,18,0
0.03,16,18,0
0.031,17,19,0
0.032,18,19,0
0.033,19,20,0
0.034,19,20,0
0.035,19,20,0
0.036000000000000004,20,20,0
0.037,20,20,0
0.038,20,22,0
0.039,20,22,0
0.04,21,22,0
0.041,21,23,0
0.042,21,23,0
0.043000000000000003,21,23,0
0.044,22,24,0
0.045,22,24,0
0.046,22,24,0
0.047,22,24,0
0.048,22,24,0
0.049,23,25,0
0.05,24,25,0
0.051000000000000004,25,26,0
0.052000000000000005,26,26,0
0.053,26,26,0
0.054,26,26,0
0.055,26,26,0
0.056,27,26,0
0.057,28,26,0
0.058,28,26,0
0.059000000000000004,28,26,0
0.06,28,26,0
0.061,28,26,0
0.062,28,26,0
0.063,28,26,0
0.064,29,26,0
0.065,29,26,0
0.066,29,27,0
0.067,29,27,0
0.068,29,28,0
0.069,29,28,0
0.07,29,28,0
0.07100000000000001,29,28,0
0.07200000000000001,29,28,0
0.073,29,28,0
0.074,29,28,0
0.075,29,28,0
0.076,29,28,0
0.077,29,28,0
0.078,29,28,0
0.079,29,28,0
0.08,29,28,0
0.081,29,28,0
0.082,29,28,0
0.083,30,28,0
0.084,30,28,0
0.085,30,28,0
0.08600000000000001,30,28,0
0.08700000000000001,30,28,0
0.088,30,28,0
0.089,30,28,0
0.09,30,28,0
0.091,30,28,0
0.092,30,28,0
0.093,30,28,0
0.094,30,28,0
0.095,30,28,0
0.096,30,28,0
0.097,30,28,0
0.098,30,28,0
0.099,30,28,0
