pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1,1,0
0.002,3,3,0
0.003,3,3,0
0.004,3,3,0
0.005,4,4,0
0.006,6,5,0
0.007,7,6,0
0.008,9,8,1
0.009000000000000001,11,10,1
0.01,14,10,1
0.011,15,12,1
0.012,16,13,1
0.013000000000000001,19,15,1
0.014,19,15,1
0.015,19,17,1
0.016,20,17,1
0.017,21,19,1
0.018000000000000002,22,19,1
0.019,24,19,1
0.02,25,20,1
0.021,26,21,1
0.022,26,23,1
0.023,26,24,1
0.024,27,24,1
0.025,28,24,1
0.026000000000000002,28,24,1
0.027,28,25,1
0.028,31,25,1
0.029,31,26,1
0.03,31,27,1
0.031,31,30,1
0.032,31,30,1
0.033,31,30,1
0.034,31,31,1
0.035,32,31,1
0.036000000000000004,34,31,1
0.037,35,32,1
0.038,35,32,1
0.039,36,33,1
0.04,37,33,1
0.041,39,33,1
0.042,40,33,1
0.043000000000000003,41,33,1
0.044,41,34,1
0.045,42,35,1
0.046,42,35,1
0.047,44,35,1
0.048,45,38,1
0.049,45,38,1
0.05,45,39,1
0.051000000000000004,45,40,1
0.052000000000000005,45,40,1
0.053,46,40,1
0.054,46,42,1
0.055,46,43,1
0.056,46,43,1
0.057,47,43,1
0.058,47,43,1
0.059000000000000004,48,44,1
0.06,49,44,1
0.061,49,44,1
0.062,49,44,1
0.063,49,44,1
0.064,49,45,1
0.065,50,45,1
0.066,50,45,1
0.067,50,45,1
0.068,51,45,1
0.069,51,45,1
0.07,51,45,1
0.07100000000000001,51,45,1
0.07200000000000001,51,45,1
0.073,51,45,1
0.074,52,45,1
0.075,52,45,1
0.076,52,45,1
0.077,52,45,1
0.078,52,45,1
0.079,52,45,1
0.08,52,45,1
0.081,52,45,1
0.082,52,45,1
0.083,52,45,1
0.084,52,45,1
0.085,52,45,1
0.08600000000000001,52,45,1
0.08700000000000001,52,45,1
0.088,57,45,1
0.089,57,45,1
0.09,57,45,1
0.091,57,45,1
0.092,57,45,1
0.093,57,45,1
0.094,57,45,1
0.095,57,45,1
0.096,57,45,1
0.097,57,45,1
0.098,57,45,1
0.099,57,45,1
