pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1,1,0
0.002,1,2,0
0.003,1,2,0
0.004,1,3,0
0.005,3,3,0
0.006,4,3,0
0.007,4,5,0
0.008,5,5,0
0.009000000000000001,5,5,0
0.01,6,5,0
0.011,6,5,0
0.012,6,5,0
0.013000000000000001,7,6,0
0.014,8,6,0
0.015,8,6,0
0.016,8,6,0
0.017,8,8,0
0.018000000000000002,8,9,0
0.019,11,11,0
0.02,12,11,0
0.021,12,12,0
0.022,12,13,0
0.023,13,13,0
0.024,13,13,0
0.025,13,13,0
0.026000000000000002,14,13,0
0.027,15,13,0
0.028,15,13,0
0.029,16,13,0
0.03,16,13,0
0.031,16,13,0
0.032,16,14,0
0.033,19,14,0
0.034,20,14,0
0.035,21,14,0
0.036000000000000004,23,14,0
0.037,24,14,0
0.038,35,15,0
0.039,35,17,0
0.04,35,17,0
0.041,35,17,0
0.042,35,18,0
0.043000000000000003,35,18,0
0.044,35,18,0
0.045,36,18,0
0.046,38,19,0
0.047,38,20,0
0.048,38,20,0
0.049,38,21,1
0.05,38,21,1
0.051000000000000004,39,21,1
0.052000000000000005,39,21,1
0.053,39,22,1
0.054,39,22,1
0.055,39,22,1
0.056,39,23,1
0.057,39,23,1
0.058,39,23,1
0.059000000000000004,39,23,1
0.06,39,23,1
0.061,39,23,1
0.062,39,23,1
0.063,39,23,1
0.064,39,23,1
0.065,39,23,1
0.066,39,23,1
0.067,39,23,1
0.068,39,23,1
0.069,39,23,1
0.07,39,23,1
0.07100000000000001,39,23,1
0.07200000000000001,39,23,1
0.073,39,23,1
0.074,39,23,1
0.075,39,23,1
0.076,39,23,1
0.077,39,23,1
0.078,39,23,1
0.079,39,23,1
0.08,39,23,1
0.081,39,23,1
0.082,39,23,1
0.083,39,23,1
0.084,39,23,1
0.085,39,23,1
0.08600000000000001,39,23,1
0.08700000000000001,39,23,1
0.088,39,23,1
0.089,39,23,1
0.09,39,23,1
0.091,39,23,1
0.092,39,23,1
0.093,39,23,1
0.094,39,23,1
0.095,39,23,1
0.096,39,23,1
0.097,39,23,1
0.098,39,23,1
0.099,39,23,1
