qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,0,1,0
0.003,0,1,0
0.004,1,1,0
0.005,1,2,0
0.006,1,2,0
0.007,1,2,0
0.008,1,2,0
0.009000000000000001,2,2,0
0.01,2,2,0
0.011,2,2,0
0.012,2,3,0
0.013000000000000001,3,4,0
0.014,5,4,0
0.015,6,4,0
0.016,6,4,0
0.017,6,4,0
0.018000000000000002,6,4,0
0.019,6,4,0
0.02,6,5,0
0.021,6,5,0
0.022,6,6,0
0.023,6,6,0
0.024,7,6,0
0.025,8,6,0
0.026000000000000002,8,6,0
0.027,9,6,0
0.028,9,6,0
0.029,9,7,0
0.03,9,7,0
0.031,9,7,0
0.032,9,7,0
0.033,10,7,0
0.034,12,7,0
0.035,13,7,0
0.036000000000000004,13,8,0
0.037,13,8,0
0.038,13,8,0
0.039,13,8,0
0.04,13,8,0
0.041,14,8,0
0.042,14,8,0
0.043000000000000003,14,9,0
0.044,14,9,0
0.045,14,9,0
0.046,14,9,0
0.047,14,9,0
0.048,14,9,0
0.049,14,9,0
0.05,14,9,0
0.051000000000000004,14,9,0
0.052000000000000005,14,9,0
0.053,14,9,0
0.054,14,9,0
0.055,14,9,0
0.056,14,9,0
0.057,14,9,0
0.058,14,9,0
0.059000000000000004,14,9,0
0.06,14,9,0
0.061,15,9,0
0.062,16,9,0
0.063,16,10,0
0.064,16,10,0
0.065,16,10,0
0.066,16,10,0
0.067,16,10,0
0.068,16,10,0
0.069,16,11,0
0.07,16,11,0
0.07100000000000001,17,11,0
0.07200000000000001,17,11,0
0.073,17,11,0
0.074,17,11,0
0.075,17,11,0
0.076,17,11,0
0.077,18,11,0
0.078,18,11,0
0.079,19,11,0
0.08,19,11,0
0.081,19,12,0
0.082,19,12,0
0.083,19,12,0
0.084,19,12,0
0.085,19,13,0
0.08600000000000001,19,13,0
0.08700000000000001,19,13,0
0.088,19,13,0
0.089,19,13,0
0.09,19,13,0
0.091,19,13,0
0.092,21,13,0
0.093,21,14,0
0.094,21,14,0
0.095,21,14,0
0.096,21,15,0
0.097,21,15,0
0.098,21,15,0
0.099,21,15,0
