pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,1,0
0.002,0,1,0
0.003,3,1,0
0.004,3,1,0
0.005,4,3,0
0.006,4,3,0
0.007,4,4,0
0.008,4,4,0
0.009000000000000001,4,4,0
0.01,4,4,0
0.011,5,4,0
0.012,6,5,0
0.013000000000000001,6,6,0
0.014,6,6,0
0.015,8,6,0
0.016,10,6,0
0.017,11,7,0
0.018000000000000002,11,7,0
0.019,11,8,0
0.02,11,11,0
0.021,11,11,0
0.022,11,11,0
0.023,12,11,0
0.024,12,11,0
0.025,13,11,0
0.026000000000000002,15,11,0
0.027,15,12,0
0.028,15,12,0
0.029,15,12,0
0.03,16,12,0
0.031,16,13,0
0.032,16,13,0
0.033,16,14,0
0.034,16,14,0
0.035,16,14,0
0.036000000000000004,16,14,0
0.037,16,15,0
0.038,16,15,0
0.039,17,15,0
0.04,17,15,0
0.041,17,16,0
0.042,18,16,0
0.043000000000000003,18,18,0
0.044,20,19,0
0.045,20,19,0
0.046,20,19,0
0.047,21,20,0
0.048,22,20,0
0.049,23,20,0
0.05,23,20,0
0.051000000000000004,24,21,0
0.052000000000000005,24,21,0
0.053,24,21,0
0.054,24,22,0
0.055,24,22,0
0.056,24,22,0
0.057,24,22,0
0.058,24,22,0
0.059000000000000004,24,22,0
0.06,24,23,0
0.061,24,23,0
0.062,24,23,0
0.063,24,23,0
0.064,24,23,0
0.065,24,23,0
0.066,24,23,0
0.067,24,23,0
0.068,24,23,0
0.069,24,23,0
0.07,24,23,0
0.07100000000000001,24,23,0
0.07200000000000001,24,23,0
0.073,24,23,0
0.074,24,23,0
0.075,24,23,0
0.076,24,23,0
0.077,24,23,0
0.078,24,23,0
0.079,24,23,0
0.08,24,23,0
0.081,24,23,0
0.082,25,23,0
0.083,25,23,0
0.084,25,23,0
0.085,25,23,0
0.08600000000000001,25,23,0
0.08700000000000001,25,23,0
0.088,25,23,0
0.089,25,23,0
0.09,25,23,0
0.091,25,23,0
0.092,25,23,0
0.093,25,23,0
0.094,25,23,0
0.095,25,23,0
0.096,25,23,0
0.097,25,23,0
0.098,25,23,0
0.099,25,23,0
