qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,0,1,0
0.003,0,1,0
0.004,0,1,0
0.005,0,1,0
0.006,0,1,0
0.007,0,1,0
0.008,0,1,0
0.009000000000000001,0,1,0
0.01,0,1,0
0.011,1,1,0
0.012,1,2,0
0.013000000000000001,3,2,0
0.014,3,2,0
0.015,3,2,0
0.016,3,2,0
0.017,3,2,0
0.018000000000000002,4,2,0
0.019,4,2,0
0.02,4,2,0
0.021,4,3,0
0.022,4,4,0
0.023,4,4,0
0.024,5,4,0
0.025,5,4,0
0.026000000000000002,5,4,0
0.027,6,4,0
0.028,6,4,0
0.029,6,4,0
0.03,7,4,0
0.031,7,4,0
0.032,7,4,0
0.033,7,4,0
0.034,7,4,0
0.035,7,4,0
0.036000000000000004,7,4,0
0.037,8,4,0
0.038,8,6,0
0.039,8,6,0
0.04,8,6,0
0.041,8,7,0
0.042,8,7,0
0.043000000000000003,8,7,0
0.044,8,7,0
0.045,8,8,0
0.046,8,8,0
0.047,8,8,0
0.048,8,8,0
0.049,8,8,0
0.05,8,8,0
0.051000000000000004,8,8,0
0.052000000000000005,8,9,0
0.053,8,9,0
0.054,8,9,0
0.055,8,9,0
0.056,8,9,0
0.057,8,9,0
0.058,8,9,0
0.059000000000000004,8,9,0
0.06,8,9,0
0.061,10,9,0
0.062,10,9,0
0.063,10,9,0
0.064,10,9,0
0.065,10,9,0
0.066,10,9,0
0.067,10,9,0
0.068,12,9,0
0.069,13,10,0
0.07,13,10,0
0.07100000000000001,13,10,0
0.07200000000000001,13,10,0
0.073,14,10,0
0.074,14,10,0
0.075,14,10,0
0.076,14,10,0
0.077,14,10,0
0.078,14,10,0
0.079,14,10,0
0.08,14,10,0
0.081,14,10,0
0.082,14,10,0
0.083,15,10,0
0.084,15,10,0
0.085,15,10,0
0.08600000000000001,15,10,0
0.08700000000000001,15,10,0
0.088,15,10,0
0.089,15,10,0
0.09,16,10,0
0.091,16,10,0
0.092,16,10,0
0.093,16,10,0
0.094,17,10,0
0.095,17,10,0
0.096,17,10,0
0.097,17,10,0
0.098,17,11,0
0.099,17,13,0
