pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,2,0
0.002,2,2,0
0.003,3,2,0
0.004,3,3,0
0.005,4,3,0
0.006,5,4,0
0.007,5,5,0
0.008,5,5,0
0.009000000000000001,5,5,0
0.01,5,7,0
0.011,5,7,0
0.012,5,7,0
0.013000000000000001,5,7,0
0.014,5,8,0
0.015,5,8,0
0.016,6,8,0
0.017,6,8,0
0.018000000000000002,6,8,0
0.019,7,8,0
0.02,7,8,0
0.021,7,8,0
0.022,8,9,0
0.023,8,9,0
0.024,9,9,0
0.025,9,10,0
0.026000000000000002,9,10,0
0.027,9,10,0
0.028,10,10,0
0.029,10,10,0
0.03,11,10,0
0.031,11,10,0
0.032,11,11,0
0.033,11,11,0
0.034,11,11,0
0.035,12,12,0
0.036000000000000004,13,12,0
0.037,13,13,0
0.038,14,14,0
0.039,14,15,0
0.04,14,16,0
0.041,14,17,0
0.042,14,17,0
0.043000000000000003,14,17,0
0.044,14,17,0
0.045,15,17,0
0.046,15,18,0
0.047,15,18,0
0.048,17,19,0
0.049,17,21,0
0.05,17,21,0
0.051000000000000004,17,21,0
0.052000000000000005,17,21,0
0.053,19,21,0
0.054,19,21,0
0.055,19,22,0
0.056,20,22,0
0.057,20,22,0
0.058,20,22,0
0.059000000000000004,20,22,0
0.06,20,22,0
0.061,20,22,0
0.062,20,22,0
0.063,20,22,0
0.064,31,22,0
0.065,31,22,0
0.066,31,22,0
0.067,31,22,0
0.068,31,22,0
0.069,31,22,0
0.07,31,22,0
0.07100000000000001,31,22,0
0.07200000000000001,31,22,0
0.073,31,22,0
0.074,31,22,0
0.075,31,22,0
0.076,31,22,0
0.077,31,22,0
0.078,31,22,0
0.079,31,22,0
0.08,31,22,0
0.081,31,22,0
0.082,31,22,0
0.083,31,22,0
0.084,31,22,0
0.085,31,22,0
0.08600000000000001,31,22,0
0.08700000000000001,31,22,0
0.088,31,22,0
0.089,31,22,0
0.09,31,22,0
0.091,31,22,0
0.092,31,22,0
0.093,31,22,0
0.094,31,22,0
0.095,31,22,0
0.096,31,22,0
0.097,31,22,0
0.098,31,22,0
0.099,31,22,0
