qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,0,0,0
0.003,0,0,0
0.004,0,0,0
0.005,0,0,0
0.006,0,0,0
0.007,0,0,0
0.008,1,0,0
0.009000000000000001,1,0,0
0.01,1,0,0
0.011,1,0,0
0.012,1,0,0
0.013000000000000001,2,0,0
0.014,2,0,0
0.015,2,0,0
0.016,2,0,0
0.017,2,0,0
0.018000000000000002,2,1,0
0.019,2,1,0
0.02,3,1,0
0.021,3,1,0
0.022,3,1,0
0.023,3,1,0
0.024,3,1,0
0.025,3,1,0
0.026000000000000002,3,2,0
0.027,3,2,0
0.028,3,2,0
0.029,3,2,0
0.03,3,2,0
0.031,3,2,0
0.032,3,2,0
0.033,4,2,0
0.034,4,2,0
0.035,5,2,0
0.036000000000000004,5,2,0
0.037,5,2,0
0.038,5,2,0
0.039,6,2,0
0.04,6,2,0
0.041,6,3,0
0.042,6,3,0
0.043000000000000003,6,3,0
0.044,6,3,0
0.045,7,3,0
0.046,7,3,0
0.047,7,3,0
0.048,7,4,0
0.049,7,4,0
0.05,7,4,0
0.051000000000000004,7,5,0
0.052000000000000005,7,5,0
0.053,8,5,0
0.054,8,5,0
0.055,9,7,0
0.056,9,7,0
0.057,10,7,0
0.058,10,7,0
0.059000000000000004,10,7,0
0.06,10,7,0
0.061,11,7,0
0.062,11,7,0
0.063,11,8,0
0.064,11,8,0
0.065,11,8,0
0.066,11,10,0
0.067,11,10,0
0.068,11,10,0
0.069,11,10,0
0.07,11,10,0
0.07100000000000001,11,10,0
0.07200000000000001,11,10,0
0.073,12,10,0
0.074,12,12,0
0.075,12,12,0
0.076,13,12,0
0.077,13,13,0
0.078,14,14,0
0.079,14,14,0
0.08,14,15,0
0.081,14,15,0
0.082,14,15,0
0.083,14,15,0
0.084,14,15,0
0.085,14,15,0
0.08600000000000001,14,15,0
0.08700000000000001,14,15,0
0.088,14,15,0
0.089,14,15,0
0.09,15,15,0
0.091,15,15,0
0.092,15,15,0
0.093,15,15,0
0.094,15,15,0
0.095,15,15,0
0.096,16,15,0
0.097,16,15,0
0.098,17,15,0
0.099,17,15,0
