qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,0,2,0
0.003,1,3,0
0.004,1,3,0
0.005,1,3,0
0.006,1,3,0
0.007,1,4,0
0.008,1,4,0
0.009000000000000001,1,4,0
0.01,1,4,0
0.011,1,4,0
0.012,1,5,0
0.013000000000000001,1,5,0
0.014,1,5,0
0.015,1,5,0
0.016,2,5,0
0.017,2,5,0
0.018000000000000002,2,5,0
0.019,2,5,0
0.02,2,5,0
0.021,2,5,0
0.022,2,5,0
0.023,2,5,0
0.024,3,5,0
0.025,3,5,0
0.026000000000000002,3,5,0
0.027,3,6,0
0.028,3,6,0
0.029,3,6,0
0.03,3,6,0
0.031,3,6,0
0.032,4,6,0
0.033,4,6,0
0.034,4,6,0
0.035,5,6,0
0.036000000000000004,6,6,0
0.037,6,6,0
0.038,7,6,0
0.039,8,6,0
0.04,8,6,0
0.041,8,7,0
0.042,8,7,0
0.043000000000000003,8,7,0
0.044,8,7,0
0.045,8,7,0
0.046,9,7,0
0.047,10,8,0
0.048,11,8,0
0.049,11,8,0
0.05,12,9,0
0.051000000000000004,12,9,0
0.052000000000000005,12,10,0
0.053,12,10,0
0.054,12,11,0
0.055,12,11,0
0.056,12,11,0
0.057,12,11,0
0.058,12,11,0
0.059000000000000004,12,11,0
0.06,12,11,0
0.061,12,12,0
0.062,13,12,0
0.063,13,12,0
0.064,13,13,0
0.065,14,14,0
0.066,14,14,0
0.067,14,15,0
0.068,14,15,0
0.069,14,15,0
0.07,16,15,0
0.07100000000000001,17,15,0
0.07200000000000001,18,16,0
0.073,18,16,0
0.074,18,16,0
0.075,18,16,0
0.076,18,16,0
0.077,18,16,0
0.078,18,16,0
0.079,18,17,0
0.08,18,17,0
0.081,18,17,0
0.082,20,17,0
0.083,20,17,0
0.084,20,17,0
0.085,20,17,0
0.08600000000000001,20,17,0
0.08700000000000001,20,17,0
0.088,20,17,0
0.089,20,17,0
0.09,20,17,0
0.091,20,17,0
0.092,22,17,0
0.093,22,17,0
0.094,22,17,0
0.095,23,17,0
0.096,25,18,0
0.097,25,18,0
0.098,25,18,0
0.099,25,18,0
