qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,0,0,0
0.003,1,0,0
0.004,1,1,0
0.005,2,2,0
0.006,2,2,0
0.007,3,2,0
0.008,3,2,0
0.009000000000000001,4,2,0
0.01,5,2,0
0.011,5,2,0
0.012,5,2,0
0.013000000000000001,5,2,0
0.014,5,2,0
0.015,5,3,0
0.016,6,3,0
0.017,6,3,0
0.018000000000000002,6,3,0
0.019,6,3,0
0.02,6,3,0
0.021,6,3,0
0.022,6,4,0
0.023,6,4,0
0.024,6,4,0
0.025,6,4,0
0.026000000000000002,6,4,0
0.027,6,4,0
0.028,6,4,0
0.029,6,5,0
0.03,6,5,0
0.031,6,6,0
0.032,6,6,0
0.033,7,6,0
0.034,7,6,0
0.035,7,6,0
0.036000000000000004,7,6,0
0.037,7,6,0
0.038,7,7,0
0.039,7,7,0
0.04,8,7,0
0.041,8,7,0
0.042,8,8,0
0.043000000000000003,8,8,0
0.044,9,8,0
0.045,9,8,0
0.046,9,8,0
0.047,9,8,0
0.048,10,8,0
0.049,10,8,0
0.05,10,8,0
0.051000000000000004,10,8,0
0.052000000000000005,10,9,0
0.053,10,10,0
0.054,11,10,0
0.055,11,11,0
0.056,11,11,0
0.057,12,12,0
0.058,13,12,0
0.059000000000000004,14,13,0
0.06,15,14,0
0.061,15,15,0
0.062,15,15,0
0.063,16,16,0
0.064,16,16,0
0.065,16,17,0
0.066,16,17,0
0.067,16,17,0
0.068,16,18,0
0.069,16,19,0
0.07,16,19,0
0.07100000000000001,16,19,0
0.07200000000000001,16,19,0
0.073,16,19,0
0.074,16,19,0
0.075,17,20,0
0.076,19,20,0
0.077,21,20,0
0.078,21,20,0
0.079,21,20,0
0.08,21,20,0
0.081,22,21,0
0.082,22,21,0
0.083,22,21,0
0.084,22,21,0
0.085,23,21,0
0.08600000000000001,23,21,0
0.08700000000000001,24,21,0
0.088,24,22,0
0.089,24,23,0
0.09,27,23,0
0.091,27,23,0
0.092,27,23,0
0.093,27,24,0
0.094,28,24,0
0.095,28,24,0
0.096,28,24,0
0.097,28,24,0
0.098,29,24,0
0.099,29,25,0
