qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,1,0,0
0.003,1,0,0
0.004,1,0,0
0.005,1,0,0
0.006,1,0,0
0.007,2,0,0
0.008,2,0,0
0.009000000000000001,2,0,0
0.01,3,2,0
0.011,4,2,0
0.012,4,2,0
0.013000000000000001,4,2,0
0.014,4,2,0
0.015,4,2,0
0.016,4,3,0
0.017,4,3,0
0.018000000000000002,4,3,0
0.019,4,3,0
0.02,4,3,0
0.021,4,3,0
0.022,4,4,0
0.023,5,4,0
0.024,6,5,0
0.025,6,6,0
0.026000000000000002,6,6,0
0.027,6,6,0
0.028,6,7,0
0.029,6,7,0
0.03,6,7,0
0.031,9,7,1
0.032,9,7,1
0.033,9,7,1
0.034,9,7,1
0.035,9,7,1
0.036000000000000004,9,7,1
0.037,9,7,1
0.038,9,7,1
0.039,9,7,1
0.04,10,7,1
0.041,11,7,1
0.042,11,7,1
0.043000000000000003,11,7,1
0.044,12,7,1
0.045,12,7,1
0.046,12,8,1
0.047,12,8,1
0.048,13,10,1
0.049,13,10,1
0.05,13,10,1
0.051000000000000004,13,10,1
0.052000000000000005,13,11,1
0.053,13,11,1
0.054,13,11,1
0.055,14,13,1
0.056,16,13,1
0.057,16,13,1
0.058,17,13,1
0.059000000000000004,18,13,1
0.06,19,14,1
0.061,19,14,1
0.062,19,15,1
0.063,19,15,1
0.064,19,15,1
0.065,19,15,1
0.066,19,15,1
0.067,19,15,1
0.068,19,16,1
0.069,19,17,1
0.07,19,17,1
0.07100000000000001,19,17,1
0.07200000000000001,19,17,1
0.073,19,17,1
0.074,19,17,1
0.075,19,17,1
0.076,19,17,1
0.077,19,17,1
0.078,19,17,1
0.079,19,17,1
0.08,20,17,1
0.081,20,17,1
0.082,20,18,1
0.083,20,18,1
0.084,20,19,1
0.085,20,19,1
0.08600000000000001,20,19,1
0.08700000000000001,20,20,1
0.088,25,20,1
0.089,26,20,1
0.09,27,21,1
0.091,27,21,1
0.092,27,22,1
0.093,27,22,1
0.094,27,22,1
0.095,27,22,1
0.096,28,22,1
0.097,28,22,1
0.098,28,22,1
0.099,28,22,1
