pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,2,0,0
0.002,2,1,0
0.003,3,2,0
0.004,3,2,0
0.005,5,2,0
0.006,6,2,0
0.007,7,3,0
0.008,8,3,0
0.009000000000000001,10,4,0
0.01,10,5,0
0.011,10,6,0
0.012,12,7,0
0.013000000000000001,14,7,0
0.014,15,7,0
0.015,15,9,0
0.016,15,9,0
0.017,16,11,0
0.018000000000000002,16,12,0
0.019,16,13,0
0.02,16,13,0
0.021,16,13,0
0.022,17,14,0
0.023,17,14,0
0.024,17,14,0
0.025,17,14,0
0.026000000000000002,18,14,0
0.027,19,14,0
0.028,19,15,0
0.029,19,16,0
0.03,19,16,0
0.031,19,17,0
0.032,20,17,0
0.033,20,17,0
0.034,20,17,0
0.035,20,17,0
0.036000000000000004,20,17,0
0.037,21,18,0
0.038,21,18,0
0.039,23,18,0
0.04,24,18,0
0.041,25,18,0
0.042,25,19,0
0.043000000000000003,26,19,0
0.044,26,20,0
0.045,26,20,0
0.046,26,21,0
0.047,26,21,0
0.048,27,21,0
0.049,27,22,0
0.05,28,23,0
0.051000000000000004,29,24,0
0.052000000000000005,30,25,0
0.053,30,26,0
0.054,30,26,0
0.055,31,26,0
0.056,31,26,0
0.057,31,26,0
0.058,31,26,0
0.059000000000000004,31,26,0
0.06,31,26,0
0.061,31,26,0
0.062,31,26,0
0.063,32,27,0
0.064,32,27,0
0.065,32,28,0
0.066,33,28,0
0.067,33,28,0
0.068,33,28,0
0.069,33,28,0
0.07,33,28,0
0.07100000000000001,33,28,0
0.07200000000000001,33,28,0
0.073,33,28,0
0.074,33,29,0
0.075,33,29,0
0.076,33,29,0
0.077,33,29,0
0.078,33,29,0
0.079,33,29,0
0.08,33,29,0
0.081,33,29,0
0.082,33,29,0
0.083,33,29,0
0.084,33,29,0
0.085,33,29,0
0.08600000000000001,33,29,0
0.08700000000000001,33,29,0
0.088,33,29,0
0.089,33,29,0
0.09,33,29,0
0.091,33,29,0
0.092,33,29,0
0.093,33,29,0
0.094,33,29,0
0.095,33,29,0
0.096,33,29,0
0.097,33,29,0
0.098,33,29,0
0.099,33,29,0
