pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,1,0
0.002,1,2,0
0.003,3,2,0
0.004,4,3,0
0.005,7,4,0
0.006,8,4,0
0.007,10,4,0
0.008,10,4,0
0.009000000000000001,10,6,0
0.01,11,8,0
0.011,12,8,0
0.012,12,9,0
0.013000000000000001,13,9,0
0.014,15,9,0
0.015,16,10,0
0.016,16,10,0
0.017,18,10,0
0.018000000000000002,19,10,0
0.019,19,11,0
0.02,20,11,0
0.021,22,11,0
0.022,23,11,0
0.023,23,11,0
0.024,25,11,0
0.025,27,14,0
0.026000000000000002,27,15,0
0.027,27,16,0
0.028,28,17,0
0.029,30,17,0
0.03,31,17,0
0.031,32,18,0
0.032,33,20,0
0.033,35,20,0
0.034,36,20,0
0.035,37,20,0
0.036000000000000004,37,20,0
0.037,38,22,0
0.038,38,22,0
0.039,39,22,0
0.04,40,22,0
0.041,41,23,0
0.042,42,25,0
0.043000000000000003,43,26,0
0.044,44,26,0
0.045,44,28,0
0.046,45,28,0
0.047,47,29,0
0.048,48,30,0
0.049,51,31,0
0.05,52,31,0
0.051000000000000004,53,33,0
0.052000000000000005,53,34,0
0.053,55,34,0
0.054,55,34,0
0.055,55,34,0
0.056,55,34,0
0.057,56,35,0
0.058,56,35,0
0.059000000000000004,56,35,0
0.06,57,35,0
0.061,57,35,0
0.062,57,35,0
0.063,57,36,0
0.064,57,36,0
0.065,57,36,0
0.066,57,36,0
0.067,57,36,0
0.068,57,36,0
0.069,57,36,0
0.07,57,36,0
0.07100000000000001,57,36,0
0.07200000000000001,57,36,0
0.073,57,36,0
0.074,57,36,0
0.075,57,36,0
0.076,57,36,0
0.077,57,36,0
0.078,57,36,0
0.079,57,36,0
0.08,57,36,0
0.081,57,36,0
0.082,57,36,0
0.083,57,36,0
0.084,57,36,0
0.085,57,36,0
0.08600000000000001,57,38,0
0.08700000000000001,57,38,0
0.088,57,38,0
0.089,57,38,0
0.09,57,38,0
0.091,57,38,0
0.092,57,38,0
0.093,57,38,0
0.094,57,38,0
0.095,57,38,0
0.096,57,38,0
0.097,57,38,0
0.098,57,38,0
0.099,57,38,0
