0
CCDC113_ctrl
CCDC113_nlrp3
BAZ1B_ctrl
BAZ1B_nlrp3
NUP50_ctrl
NUP50_nlrp3
LMCD1_ctrl
LMCD1_nlrp3
TXNDC15_ctrl
TXNDC15_nlrp3
NEK4_ctrl
NEK4_nlrp3
ANAPC16_ctrl
ANAPC16_nlrp3
SLC8A2_ctrl
SLC8A2_nlrp3
DACT3_ctrl
DACT3_nlrp3
NR1H4_ctrl
NR1H4_nlrp3
CROCC_ctrl
CROCC_nlrp3
HACL1_ctrl
HACL1_nlrp3
TPGS1_ctrl
TPGS1_nlrp3
BTNL9_ctrl
BTNL9_nlrp3
CREG1_ctrl
CREG1_nlrp3
PRRC2A_ctrl
PRRC2A_nlrp3
BTN2A3P_ctrl
BTN2A3P_nlrp3
DMBT1_ctrl
DMBT1_nlrp3
CAT_ctrl
CAT_nlrp3
RAP1A_ctrl
RAP1A_nlrp3
ANXA8L2_ctrl
ANXA8L2_nlrp3
USP44_ctrl
USP44_nlrp3
SCRN3_ctrl
SCRN3_nlrp3
STAMBP_ctrl
STAMBP_nlrp3
CD274_ctrl
CD274_nlrp3
HLA-C_ctrl
HLA-C_nlrp3
CST6_ctrl
CST6_nlrp3
DNAJA3_ctrl
DNAJA3_nlrp3
LAMA5_ctrl
LAMA5_nlrp3
S1PR4_ctrl
S1PR4_nlrp3
ECEL1_ctrl
ECEL1_nlrp3
SLFN11_ctrl
SLFN11_nlrp3
NISCH_ctrl
NISCH_nlrp3
CCNL2_ctrl
CCNL2_nlrp3
RAB4A_ctrl
RAB4A_nlrp3
NCOA1_ctrl
NCOA1_nlrp3
PPP2R5D_ctrl
PPP2R5D_nlrp3
SNAP25_ctrl
SNAP25_nlrp3
ARHGAP6_ctrl
ARHGAP6_nlrp3
AKR7A2_ctrl
AKR7A2_nlrp3
GOT2_ctrl
GOT2_nlrp3
CCDC14_ctrl
CCDC14_nlrp3
ZBED2_ctrl
ZBED2_nlrp3
CDC26_ctrl
CDC26_nlrp3
L3HYPDH_ctrl
L3HYPDH_nlrp3
OVOL3_ctrl
OVOL3_nlrp3
MOB3B_ctrl
MOB3B_nlrp3
SCAI_ctrl
SCAI_nlrp3
PCGF2_ctrl
PCGF2_nlrp3
SEPTIN5_ctrl
SEPTIN5_nlrp3
BOLA2_ctrl
BOLA2_nlrp3
MBTPS1_ctrl
MBTPS1_nlrp3
CDH1_ctrl
CDH1_nlrp3
MRPS10_ctrl
MRPS10_nlrp3
ADCY7_ctrl
ADCY7_nlrp3
G3BP2_ctrl
G3BP2_nlrp3
FBXW7_ctrl
FBXW7_nlrp3
TP63_ctrl
TP63_nlrp3
MTMR6_ctrl
MTMR6_nlrp3
HBS1L_ctrl
HBS1L_nlrp3
NUDCD1_ctrl
NUDCD1_nlrp3
CCDC60_ctrl
CCDC60_nlrp3
NDUFS3_ctrl
NDUFS3_nlrp3
INPP1_ctrl
INPP1_nlrp3
MRPS24_ctrl
MRPS24_nlrp3
FSIP1_ctrl
FSIP1_nlrp3
MRPL27_ctrl
MRPL27_nlrp3
CD9_ctrl
CD9_nlrp3
ACE2_ctrl
ACE2_nlrp3
DCAF5_ctrl
DCAF5_nlrp3
C12orf40_ctrl
C12orf40_nlrp3
DPEP1_ctrl
DPEP1_nlrp3
DDX28_ctrl
DDX28_nlrp3
FAM175B_ctrl
FAM175B_nlrp3
GRPEL2_ctrl
GRPEL2_nlrp3
GTF3C1_ctrl
GTF3C1_nlrp3
RRP7A_ctrl
RRP7A_nlrp3
TIMELESS_ctrl
TIMELESS_nlrp3
MRPS30_ctrl
MRPS30_nlrp3
CSDE1_ctrl
CSDE1_nlrp3
ABCB11_ctrl
ABCB11_nlrp3
METTL13_ctrl
METTL13_nlrp3
NASP_ctrl
NASP_nlrp3
PTPRS_ctrl
PTPRS_nlrp3
LARGE2_ctrl
LARGE2_nlrp3
PHLDA2_ctrl
PHLDA2_nlrp3
FAM149B1_ctrl
FAM149B1_nlrp3
ULK2_ctrl
ULK2_nlrp3
SEC13_ctrl
SEC13_nlrp3
FUS_ctrl
FUS_nlrp3
ADH5_ctrl
ADH5_nlrp3
NAALAD2_ctrl
NAALAD2_nlrp3
DDX21_ctrl
DDX21_nlrp3
TTC31_ctrl
TTC31_nlrp3
SENP8_ctrl
SENP8_nlrp3
UMPS_ctrl
UMPS_nlrp3
BTN3A1_ctrl
BTN3A1_nlrp3
CSTF3_ctrl
CSTF3_nlrp3
HERPUD2_ctrl
HERPUD2_nlrp3
LASP1_ctrl
LASP1_nlrp3
CFAP44_ctrl
CFAP44_nlrp3
HDDC2_ctrl
HDDC2_nlrp3
PRPF4B_ctrl
PRPF4B_nlrp3
ALKBH3_ctrl
ALKBH3_nlrp3
ZNF644_ctrl
ZNF644_nlrp3
YWHAG_ctrl
YWHAG_nlrp3
SREBF2_ctrl
SREBF2_nlrp3
PSMD2_ctrl
PSMD2_nlrp3
S100A4_ctrl
S100A4_nlrp3
PTGS2_ctrl
PTGS2_nlrp3
ZNF143_ctrl
ZNF143_nlrp3
EIF5_ctrl
EIF5_nlrp3
PAIP2_ctrl
PAIP2_nlrp3
ZWINT_ctrl
ZWINT_nlrp3
CPNE1_ctrl
CPNE1_nlrp3
TUFT1_ctrl
TUFT1_nlrp3
AHNAK_ctrl
AHNAK_nlrp3
RPAP3_ctrl
RPAP3_nlrp3
LEPR_ctrl
LEPR_nlrp3
OXNAD1_ctrl
OXNAD1_nlrp3
AKR7L_ctrl
AKR7L_nlrp3
RPS8_ctrl
RPS8_nlrp3
DYNC2I1_ctrl
DYNC2I1_nlrp3
LAMA2_ctrl
LAMA2_nlrp3
CNNM3_ctrl
CNNM3_nlrp3
DCDC1_ctrl
DCDC1_nlrp3
NFKBIZ_ctrl
NFKBIZ_nlrp3
XPO7_ctrl
XPO7_nlrp3
PSMD13_ctrl
PSMD13_nlrp3
ARFIP2_ctrl
ARFIP2_nlrp3
CENPJ_ctrl
CENPJ_nlrp3
CCDC88A_ctrl
CCDC88A_nlrp3
TIGD7_ctrl
TIGD7_nlrp3
HMMR_ctrl
HMMR_nlrp3
MIPEP_ctrl
MIPEP_nlrp3
SMC4_ctrl
SMC4_nlrp3
PRKAR1B_ctrl
PRKAR1B_nlrp3
DEPDC7_ctrl
DEPDC7_nlrp3
ARHGEF16_ctrl
ARHGEF16_nlrp3
DBR1_ctrl
DBR1_nlrp3
CHFR_ctrl
CHFR_nlrp3
CALR3_ctrl
CALR3_nlrp3
SUMO2_ctrl
SUMO2_nlrp3
MRPS11_ctrl
MRPS11_nlrp3
VPS13A_ctrl
VPS13A_nlrp3
NDUFV3_ctrl
NDUFV3_nlrp3
MON1B_ctrl
MON1B_nlrp3
HCN1_ctrl
HCN1_nlrp3
PATJ_ctrl
PATJ_nlrp3
TIMM22_ctrl
TIMM22_nlrp3
POLR2L_ctrl
POLR2L_nlrp3
NDN_ctrl
NDN_nlrp3
ECM2_ctrl
ECM2_nlrp3
TDRKH_ctrl
TDRKH_nlrp3
AKR1B1_ctrl
AKR1B1_nlrp3
GTF2H3_ctrl
GTF2H3_nlrp3
TAF5L_ctrl
TAF5L_nlrp3
MFAP1_ctrl
MFAP1_nlrp3
TOM1L1_ctrl
TOM1L1_nlrp3
ZCCHC9_ctrl
ZCCHC9_nlrp3
DDX19A_ctrl
DDX19A_nlrp3
TREX2_ctrl
TREX2_nlrp3
HSPA5_ctrl
HSPA5_nlrp3
DHPS_ctrl
DHPS_nlrp3
SNX16_ctrl
SNX16_nlrp3
DHFR_ctrl
DHFR_nlrp3
DPH6_ctrl
DPH6_nlrp3
MGME1_ctrl
MGME1_nlrp3
PFKFB2_ctrl
PFKFB2_nlrp3
MINK1_ctrl
MINK1_nlrp3
RWDD4_ctrl
RWDD4_nlrp3
ANXA5_ctrl
ANXA5_nlrp3
CEP83_ctrl
CEP83_nlrp3
CSNK1D_ctrl
CSNK1D_nlrp3
STK16_ctrl
STK16_nlrp3
