test,period,n_components,p,q,RSS,amplitude,acrophase,mesor,n_points
SLC45A1/ctrl,16.0,1.0,0.01755469598511905,0.025656863362866305,631.8181818181818,7.508810252294212,-6.234738397610107,14.818181818181817,18.0
SLC45A1/ctrl,17.0,1.0,0.003021650243629881,0.004784279552413978,499.69565158888076,8.467704993948463,-5.992101296330324,14.958217523764237,18.0
SLC45A1/ctrl,18.0,1.0,0.0005424561811001594,0.0009369697673548207,397.4248015385666,9.02749431833002,-5.776304743090318,15.118707395094074,18.0
SLC45A1/ctrl,19.0,1.0,0.00011851531746642774,0.00022517910318621271,324.47129016182845,9.31100059306061,-5.582985494124028,15.28528129453816,18.0
SLC45A1/ctrl,20.0,1.0,3.422949995290914e-05,7.226227767836374e-05,274.9538161285728,9.431431099707924,-5.408921545548106,15.450093968696404,18.0
SLC45A1/ctrl,21.0,1.0,1.3294962678989108e-05,3.157553636259913e-05,242.38065834035962,9.468265196129456,-5.251541738283214,15.610236550534257,18.0
SLC45A1/ctrl,22.0,1.0,6.755904232269572e-06,1.8337454344731696e-05,221.46111170857355,9.470171008546574,-5.108722410234746,15.765475950125623,18.0
SLC45A1/ctrl,23.0,1.0,4.2774994911676245e-06,1.3545415055364145e-05,208.36831189195027,9.464573304198149,-4.978680280124117,15.91672065106823,18.0
SLC45A1/ctrl,24.0,1.0,3.202263487156465e-06,1.2168601251194566e-05,200.47826086956525,9.465920699773061,-4.859903751520353,16.065217391304348,18.0
SLC45A1/ctrl,25.0,1.0,2.706549541819925e-06,1.2168601251194566e-05,196.03267906537883,9.481217264527153,-4.7511031197149425,16.212194818610058,18.0
SLC45A1/ctrl,26.0,1.0,2.4897484186547914e-06,1.2168601251194566e-05,193.8624691019728,9.513360844200184,-4.651172109049136,16.358733049915017,18.0
SLC45A1/ctrl,27.0,1.0,2.4257286456164096e-06,1.2168601251194566e-05,193.19029544567465,9.563061445139267,-4.559157227734891,16.505734747137435,18.0
SLC45A1/ctrl,28.0,1.0,2.4548015221670383e-06,1.2168601251194566e-05,193.49742751650547,9.629915361469575,-4.474232967845778,16.653936640926236,18.0
