test,period,n_components,p,q,RSS,amplitude,acrophase,mesor,n_points
A2M/ctrl,12.0,1.0,0.0041398386504450935,0.03932846717922839,2.8972488298947336,0.25199506864073834,-2.640688545930919,7.651814866821745,36.0
A2M/ctrl,13.0,1.0,0.002252553424456516,0.03932846717922839,2.7923323667669337,0.2524074538443048,-2.163181188879906,7.644050836822609,36.0
A2M/ctrl,14.0,1.0,0.009153679072218202,0.057973300790715276,3.039984631684036,0.23545486879398625,-1.747412311814818,7.632716235320929,36.0
A2M/ctrl,19.0,1.0,0.029654856964418608,0.08622904706575397,3.2644557885993004,0.20333511267742532,-1.4516187450582791,7.657008508548377,36.0
A2M/ctrl,20.0,1.0,0.02374210977038027,0.08622904706575397,3.2207548428355364,0.20420929326723894,-1.2872348888205902,7.6581629765422345,36.0
A2M/ctrl,21.0,1.0,0.02527890805929167,0.08622904706575397,3.2330209367773017,0.20072016984376376,-1.1643301202279046,7.655128764043609,36.0
A2M/ctrl,22.0,1.0,0.031768596287383044,0.08622904706575397,3.278106396899548,0.19699215759333846,-1.0675184611096575,7.649315487690124,36.0
A2M/ctrl,23.0,1.0,0.04448627380148917,0.10565490027853679,3.3456873061997947,0.19259028214888338,-0.978230558727112,7.642740665265414,36.0
A2M/nlrp3,11.0,1.0,0.04522515254470694,0.171790041051903,6.187582560517345,0.2859244268234471,-3.346956090139027,7.5504593883487265,36.0
A2M/nlrp3,12.0,1.0,0.03303153982677476,0.171790041051903,6.070874231077221,0.2782723438791601,-2.738204931158604,7.556297715200865,36.0
A2M/nlrp3,13.0,1.0,0.036460119928706236,0.171790041051903,6.107318730601672,0.2702865282089178,-2.4351972553289465,7.5421837565851515,36.0
A2M/nlrp3,14.0,1.0,0.03650134567608532,0.171790041051903,6.107737029329798,0.27997798465397616,-2.0481910848811182,7.525289875223949,36.0
A2M/nlrp3,28.0,1.0,0.027526120119265696,0.171790041051903,6.00415944108514,0.2847810887697937,-1.9192997658931046,7.508384119611929,36.0
ABCB4/ctrl,27.0,1.0,0.04720353679252387,0.44843359952897677,0.5414228267115466,0.6649962365023546,-1.7226657588272931,5.785033140859211,8.0
ABCB4/ctrl,28.0,1.0,0.030421501470399015,0.44843359952897677,0.4541705859213372,0.673170715839939,-1.561667360593591,5.791035360190085,8.0
ACOT9/ctrl,15.0,1.0,0.02254926415808578,0.10776540195350545,0.0977039024161603,0.03788505956908447,-4.421468418249023,8.451782163207135,36.0
ACOT9/ctrl,16.0,1.0,0.008873602060382124,0.08942464150332563,0.09233460392617782,0.042338799674961264,-3.724702987087735,8.450675711295828,36.0
ACOT9/ctrl,17.0,1.0,0.009413120158244803,0.08942464150332563,0.09266549401405598,0.04185048789953358,-3.2025013258923063,8.449330617260046,36.0
