test,period,n_components,p,q,p_reject,q_reject,RSS,R2,R2_adj,log-likelihood,amplitude,acrophase,mesor,peaks,heights,troughs,heights2,ME,resid_SE
AGAP1/nlrp3,0.0,0.0,,,,,0.9094281772978642,,,,,,5.514764074557887,,,,,,
AGAP7P/ctrl,0.0,0.0,,,,,4.113543868450595,,,,,,6.183353724779234,,,,,,
AGAP7P/nlrp3,18.0,1.0,0.04744308776818906,0.4942394502573627,0.9840496713900155,,1.9339457453461644,0.1785298196556394,0.12553174350439034,0.49165894901119245,0.15645230749463357,2.19502669890458,6.278340028395629,[11.71171171],[6.43479113],[2.73873874],[6.1218896],0.5094104727166737,0.2497705879883975
AHSA1/ctrl,0.0,0.0,,,,,2.854311333416277,,,,,,8.826587544340972,,,,,,
AHSA1/nlrp3,32.0,1.0,0.016731735745834753,0.2509760361875213,0.1792533948947339,,2.573760182191701,0.21956665303295786,0.17226766230768265,-3.5950691425490433,0.2023952731765153,-1.597526594618233,8.783219174053595,[8.13613614],[8.98561445],[24.15215215],[8.5808239],0.5681827292794597,0.2792717901859905
AIFM1/ctrl,0.0,0.0,,,,,0.5106638258859768,,,,,,7.948285051937161,,,,,,
AIFM1/nlrp3,0.0,0.0,,,,,0.8108529499883682,,,,,,7.92283262698602,,,,,,
AIM1/ctrl,0.0,0.0,,,,,0.5170576412111534,,,,,,8.795593657157093,,,,,,
AIM1/nlrp3,0.0,0.0,,,,,0.39465504367905446,,,,,,8.773759851823206,,,,,,
AK3/ctrl,32.0,1.0,0.02983351729045791,0.39026324328580664,0.8282902690899925,,0.5260537142866399,0.1917274199724217,0.14274120300105342,24.98388885160663,0.08775404049801461,-2.603842559732081,7.846556563238465,[13.26126126],[7.93430914],[29.21321321],[7.75880279],0.2568733416023822,0.126257758751887
AK3/nlrp3,0.0,0.0,,,,,0.3271443553250432,,,,,,7.854435837995654,,,,,,
AKR1B10/ctrl,0.0,0.0,,,,,7.641045484846751,,,,,,6.1898206144766,,,,,,
AKR1B10/nlrp3,32.0,1.0,0.022931599558706273,0.23648257177230736,0.4622994942165166,,4.344098944432476,0.26992155047959654,0.2090816796862296,-13.64659056054964,0.3773390707773987,1.0251843894597323,6.145270454209275,[26.77877878],[6.52260952],[10.76276276],[5.76793194],0.8780769599888099,0.42544579288634
ALDH3B2/ctrl,24.0,1.0,0.03257690787140155,0.31771181394141756,,,0.0043265587573572545,0.9674230921285984,0.9348461842571969,10.536359108071082,0.29210208555798634,0.723289599925578,5.791850208735357,[21.23723724],[6.08395229],[9.22522523],[5.49975083],0.20012097056424527,0.04651106727090475
ALDH3B2/nlrp3,0.0,0.0,,,,,0.5736375160937529,,,,,,5.80858534647465,,,,,,
ALDH4A1/ctrl,32.0,1.0,0.0036963683555625293,0.05544552533343794,0.5630921282696593,,0.6275137498032858,0.2878156286294521,0.2446529394554795,21.809368228066553,0.12518883746468257,-2.125842476303003,7.617123310870573,[10.82682683],[7.74231215],[26.84284284],[7.49193447],0.28055344949994815,0.13789694766693403
ALDH4A1/nlrp3,32.0,1.0,0.002475034075831717,0.03712551113747575,0.0861616878522713,,0.8424535745190743,0.30491931060373134,0.26279320821607877,16.50741470548359,0.15161780413196224,-2.213895123250465,7.6292301270203975,[11.27527528],[7.78084615],[27.22722723],[7.47761354],0.32507006520821524,0.1597776461134276
ALG14/ctrl,0.0,0.0,,,,,1.8252030833305526,,,,,,5.8053789693939395,,,,,,
ALG14/nlrp3,0.0,0.0,,,,,4.3795459173482225,,,,,,5.718274465044351,,,,,,
ALPI/ctrl,0.0,0.0,,,,,5.886534849790976,,,,,,6.494619051174604,,,,,,
ALPI/nlrp3,0.0,0.0,,,,,1.7503029715567247,,,,,,6.6798093738973945,,,,,,
ALS2CL/ctrl,0.0,0.0,,,,,1.370054613519699,,,,,,7.245856563425971,,,,,,
ALS2CL/nlrp3,0.0,0.0,,,,,1.1318558721505387,,,,,,7.2777678560181664,,,,,,
AMD1/ctrl,0.0,0.0,,,,,1.712610753171239,,,,,,6.40378393071461,,,,,,
AMD1/nlrp3,0.0,0.0,,,,,1.8414397469260388,,,,,,6.33880877907329,,,,,,
AMMECR1/ctrl,0.0,0.0,,,,,8.714436921832332,,,,,,6.1842555507129,,,,,,
AMMECR1/nlrp3,0.0,0.0,,,,,5.043967198283601,,,,,,6.141909962978204,,,,,,
ANAPC5/ctrl,0.0,0.0,,,,,2.5239624506627747,,,,,,7.349161636243814,,,,,,
ANAPC5/nlrp3,0.0,0.0,,,,,3.3614307852326912,,,,,,7.340469879578629,,,,,,
ANKRA2/ctrl,0.0,0.0,,,,,8.629625294690737,,,,,,3.533787163026001,,,,,,
ANKRA2/nlrp3,0.0,0.0,,,,,0.26288370809394324,,,,,,5.580912175002718,,,,,,
ANKRD11/ctrl,0.0,0.0,,,,,4.477001627373636,,,,,,6.880478535154704,,,,,,
ANKRD11/nlrp3,0.0,0.0,,,,,1.4925087217621897,,,,,,7.059738078336748,,,,,,
ANKRD24/ctrl,0.0,0.0,,,,,3.7870620653237275,,,,,,6.220043527614833,,,,,,
ANKRD24/nlrp3,0.0,0.0,,,,,2.9623332408468372,,,,,,6.2220868470605755,,,,,,
ANKRD26/ctrl,0.0,0.0,,,,,5.93097962046932,,,,,,6.865423698397892,,,,,,
ANKRD26/nlrp3,0.0,0.0,,,,,2.9632554140087866,,,,,,6.9243420827091615,,,,,,
ANKRD36C/ctrl,0.0,0.0,,,,,4.939850377118792,,,,,,6.269856508378191,,,,,,
ANKRD36C/nlrp3,0.0,0.0,,,,,3.308827222815124,,,,,,6.251467528342725,,,,,,
ANKRD37/ctrl,0.0,0.0,,,,,4.267430088797976,,,,,,6.500942952481307,,,,,,
ANKRD37/nlrp3,0.0,0.0,,,,,7.416133947228755,,,,,,6.402022606646247,,,,,,
ANKRD39/ctrl,0.0,0.0,,,,,2.8453138780438634,,,,,,5.884015353124502,,,,,,
ANKRD39/nlrp3,0.0,0.0,,,,,3.7484251885937816,,,,,,5.745552803061159,,,,,,
ANLN/ctrl,32.0,1.0,7.592017998681033e-05,0.0009639377206781065,0.00011639103508820359,,0.40191383163640576,0.43723810866670787,0.4031313273737811,29.82886982188409,0.13424718266124724,1.4402897250691948,8.330141864096603,[24.66466466],[8.46438905],[8.64864865],[8.19589468],0.224527978319988,0.11035944463110088
ANLN/nlrp3,32.0,1.0,0.00014835060824125446,0.002225259123618817,0.0014772271308296503,,0.4936438095902972,0.4139199624195343,0.37839996014193034,26.128492688312498,0.14310139229245333,1.3522370781217328,8.340556329350715,[25.11311311],[8.48365772],[9.0970971],[8.19745503],0.24883463967438643,0.12230659557406581
AP1AR/ctrl,0.0,0.0,,,,,7.43079137083642,,,,,,6.339471431889688,,,,,,
AP1AR/nlrp3,0.0,0.0,,,,,8.955212952140279,,,,,,6.336059852789252,,,,,,
APBA1/ctrl,0.0,0.0,,,,,19.700807933403997,,,,,,6.847030824216146,,,,,,
APBA1/nlrp3,20.0,1.0,0.00042005314025517215,0.002672292046225766,0.43003560697178556,,12.283098349075226,0.39445187968442963,0.355384259018909,-30.935592601153843,0.6558321078218627,-1.4214213007233099,6.712170277608137,[4.52452452],[7.36800239],[14.53453453],[6.05634176],1.2838068559312963,0.6294672183699693
APCDD1/ctrl,0.0,0.0,,,,,6.807655198209669,,,,,,2.609161267903987,,,,,,
APCDD1/ctrl,0.0,0.0,,,,,6.807655198209669,,,,,,2.609161267903987,,,,,,
APEH/ctrl,32.0,1.0,0.024919729771971322,0.3366031793508595,0.9766235409817926,,0.1856949979025488,0.20049569277949575,0.15204088628128343,43.72724915056727,0.05381358433785799,-2.201316173686541,8.332363039210446,[11.21121121],[8.38617639],[27.22722723],[8.27854945],0.15261741465828205,0.07501413965754779
APEH/nlrp3,0.0,0.0,,,,,0.5062087696254384,,,,,,8.320600674631446,,,,,,
API5/ctrl,0.0,0.0,,,,,0.15922126808281392,,,,,,8.409579241913931,,,,,,
API5/nlrp3,0.0,0.0,,,,,0.10124111441236347,,,,,,8.417461082496047,,,,,,
APOC3/ctrl,32.0,1.0,0.03961555909221359,0.5942333863832039,0.2967938599897224,,5.989623649157901,0.17771537666354154,0.1278799449461805,-18.79896074849887,0.282194269977722,-2.629000458859927,6.852708471427347,[13.38938939],[7.13490274],[29.40540541],[6.57051656],0.8667697719067863,0.4260325655911515
APOC3/nlrp3,32.0,1.0,0.03951409077895174,0.2641731372936089,0.2518956663463009,,4.004459865739565,0.1778431752071188,0.1280154888560351,-11.551803019102422,0.23248527156084942,-2.264210921506157,7.027633350642541,[11.53153153],[7.2601147],[27.54754755],[6.79514808],0.7087220785503024,0.34834934858382427
APOOL/ctrl,0.0,0.0,,,,,2.3736662209845814,,,,,,7.354931181303566,,,,,,
APOOL/nlrp3,0.0,0.0,,,,,2.204027727702282,,,,,,7.327038010322092,,,,,,
APP/ctrl,0.0,0.0,,,,,1.0663557860791204,,,,,,7.553689570901231,,,,,,
APP/nlrp3,0.0,0.0,,,,,1.2247340678086394,,,,,,7.5645741820216434,,,,,,
APPL2/ctrl,0.0,0.0,,,,,0.5374988474724252,,,,,,7.295106553034317,,,,,,
APPL2/nlrp3,0.0,0.0,,,,,0.8957697456804088,,,,,,7.274691779434523,,,,,,
APRT/ctrl,0.0,0.0,,,,,0.24164715024995959,,,,,,8.495874516008666,,,,,,
APRT/nlrp3,0.0,0.0,,,,,0.2985019454101388,,,,,,8.5027782528249,,,,,,
ARF6/ctrl,32.0,1.0,0.045514327576189006,0.641703165668923,0.8576989518256367,,0.5846674488462764,0.1707687806288556,0.1205123430912105,23.08237072099785,0.08668114538300298,-2.4403162154010807,7.838603007451128,[12.42842843],[7.92528415],[28.44444444],[7.75192219],0.2708061028757583,0.13310595561275285
ARF6/nlrp3,0.0,0.0,,,,,0.7298763577679934,,,,,,7.801830944563676,,,,,,
ARG2/ctrl,0.0,0.0,,,,,5.113729103065069,,,,,,6.853886384480269,,,,,,
ARG2/nlrp3,18.0,1.0,0.04468234883773903,0.27948301447837376,0.8404702179478755,,1.3901360836534737,0.1716954246690191,0.12149514737623246,7.492324100170848,0.12652489400355194,-2.3774214675814647,6.923255988368715,[6.81081081],[7.04978043],[15.78378378],[6.79673314],0.4175732290496068,0.20524457573413987
ARHGAP19/ctrl,0.0,0.0,,,,,1.1121281731220278,,,,,,5.823332919195375,,,,,,
ARHGAP19/nlrp3,0.0,0.0,,,,,0.7957724558567844,,,,,,5.942897780955206,,,,,,
ARHGAP31/ctrl,0.0,0.0,,,,,0.7657934250878237,,,,,,5.21838407672672,,,,,,
ARHGAP31/nlrp3,0.0,0.0,,,,,7.160798684754833,,,,,,2.675980100983122,,,,,,
ARHGAP31/nlrp3,0.0,0.0,,,,,7.160798684754833,,,,,,2.675980100983122,,,,,,
ARHGAP33/ctrl,0.0,0.0,,,,,10.441252926707087,,,,,,6.277067893447459,,,,,,
ARHGAP33/nlrp3,0.0,0.0,,,,,9.228917706218418,,,,,,6.320650818179763,,,,,,
ARHGEF10/ctrl,0.0,0.0,,,,,0.5453301899008166,,,,,,7.738061202815773,,,,,,
ARHGEF10/nlrp3,0.0,0.0,,,,,0.4778574286213581,,,,,,7.758208855139211,,,,,,
ARHGEF28/ctrl,0.0,0.0,,,,,1.3455341794140645,,,,,,6.832399132503312,,,,,,
ARHGEF28/nlrp3,0.0,0.0,,,,,0.6755447991818163,,,,,,6.817555706498336,,,,,,
ARL1/ctrl,0.0,0.0,,,,,0.2726348792784265,,,,,,8.17846336067699,,,,,,
ARL1/nlrp3,0.0,0.0,,,,,0.43273590848817983,,,,,,8.177534901744984,,,,,,
ARL13B/ctrl,0.0,0.0,,,,,0.4863471031855245,,,,,,5.589519096655554,,,,,,
ARL13B/nlrp3,0.0,0.0,,,,,0.09972818485284651,,,,,,5.778292088646468,,,,,,
ARL3/ctrl,0.0,0.0,,,,,0.38133500231622663,,,,,,7.983767939624281,,,,,,
ARL3/nlrp3,0.0,0.0,,,,,0.27865911911593955,,,,,,7.981183655396338,,,,,,
ARL6IP5/ctrl,0.0,0.0,,,,,0.9920641193075435,,,,,,8.096720451336122,,,,,,
ARL6IP5/nlrp3,32.0,1.0,0.048767812848197756,0.3793620329712697,0.5927347460836185,,0.5892734978758644,0.16729163772236844,0.1168244642509969,22.941121183337565,0.08511698949509228,-2.666737307551696,8.135075870316008,[13.58158158],[8.22019237],[29.5975976],[8.04995888],0.27187072443993365,0.13362923580902863
ARPC4/ctrl,0.0,0.0,,,,,1.2422880178395368,,,,,,8.326993557150372,,,,,,
ARPC4/nlrp3,0.0,0.0,,,,,1.2667974976652228,,,,,,8.31051727425421,,,,,,
ARVCF/ctrl,0.0,0.0,,,,,0.07085167977847784,,,,,,5.630284822578876,,,,,,
ARVCF/nlrp3,29.0,1.0,0.05467834422116791,0.21193397831266308,,,0.04958178070203788,0.6873012523660598,0.5622217533124837,8.982785250230496,0.19526991268800487,-2.528368862348542,5.132193744477683,[11.66966967],[5.32746027],[26.12612613],[4.93692431],0.25598085921042774,0.0995809024884168
ASAH1/ctrl,0.0,0.0,,,,,1.0241188628035207,,,,,,7.4572442467478925,,,,,,
ASAH1/nlrp3,0.0,0.0,,,,,1.2399059173050657,,,,,,7.499504743704769,,,,,,
ASB4/ctrl,0.0,0.0,,,,,2.685632454515296,,,,,,5.930598746652194,,,,,,
ASB4/nlrp3,0.0,0.0,,,,,2.0989679504060605,,,,,,5.881595852995262,,,,,,
ATF2/ctrl,0.0,0.0,,,,,2.8300157470667417,,,,,,5.77542823585013,,,,,,
ATF2/nlrp3,0.0,0.0,,,,,2.7129604806891225,,,,,,5.649440853846419,,,,,,
ATG2B/ctrl,0.0,0.0,,,,,7.919349175730821,,,,,,6.052440632129934,,,,,,
ATG2B/nlrp3,0.0,0.0,,,,,2.113323429602276,,,,,,6.069217774148058,,,,,,
ATG7/ctrl,32.0,1.0,0.011953014543063745,0.13858930962339144,0.9734287900103573,,0.13720714042623058,0.23531339682520203,0.18896875420854764,49.17429707703104,0.051130016803433875,-2.151000375430849,7.779054234635063,[10.95495495],[7.83018425],[26.97097097],[7.72792488],0.1311874668830473,0.06448094396120609
ATG7/nlrp3,0.0,0.0,,,,,0.2152479837315984,,,,,,7.758858624763772,,,,,,
ATMIN/ctrl,0.0,0.0,,,,,2.8480315456113994,,,,,,5.788447536768589,,,,,,
ATMIN/nlrp3,0.0,0.0,,,,,3.153031599555843,,,,,,5.805504538749404,,,,,,
ATN1/ctrl,0.0,0.0,,,,,2.0133148940030847,,,,,,6.451819414806881,,,,,,
ATN1/nlrp3,0.0,0.0,,,,,3.1032297527497255,,,,,,6.450947273286713,,,,,,
ATOX1/ctrl,0.0,0.0,,,,,0.5546264326189082,,,,,,8.732114877769124,,,,,,
ATOX1/nlrp3,0.0,0.0,,,,,0.38253676107161605,,,,,,8.743581483470123,,,,,,
ATP1A4/ctrl,0.0,0.0,,,,,15.527182860996628,,,,,,6.876495288905291,,,,,,
ATP1A4/nlrp3,0.0,0.0,,,,,22.341876411368236,,,,,,7.04477620458872,,,,,,
ATP2C1/ctrl,0.0,0.0,,,,,0.4325304567250982,,,,,,7.4805634449299365,,,,,,
ATP2C1/nlrp3,0.0,0.0,,,,,0.38533608766544736,,,,,,7.530141178062801,,,,,,
ATP5PF/ctrl,0.0,0.0,,,,,0.5470344832507941,,,,,,8.365385240906564,,,,,,
ATP5PF/nlrp3,32.0,1.0,0.016681928758986442,0.2502289313847966,0.2319544642650393,,0.2070571611949058,0.21970764978835067,0.17241720432097807,41.767240587214665,0.060298775399859394,-2.4528951649650033,8.372215545201257,[12.49249249],[8.43251432],[28.50850851],[8.31191677],0.16115697891963526,0.0792114854686406
ATP6V1H/ctrl,0.0,0.0,,,,,0.7058282089022889,,,,,,7.789953345861665,,,,,,
ATP6V1H/nlrp3,0.0,0.0,,,,,0.9534305352483518,,,,,,7.800137910910784,,,,,,
ATP7A/ctrl,0.0,0.0,,,,,1.739295735121572,,,,,,5.833646646577051,,,,,,
ATP7A/nlrp3,23.0,1.0,0.018889791543096,0.12194007305994625,,,0.3133250756537301,0.7955953053852253,0.7138334275393154,1.6083140892022971,0.6606005452768833,0.3207632138800385,6.165345807226286,[21.82582583],[6.82593832],[10.31431431],[5.50474526],0.6434932697120161,0.25032981270864646
ATRX/ctrl,0.0,0.0,,,,,1.729325316228456,,,,,,6.739107067945628,,,,,,
ATRX/nlrp3,0.0,0.0,,,,,1.2152204853175217,,,,,,6.721514093102252,,,,,,
AURKAIP1/nlrp3,21.0,1.0,0.025582022729357723,0.38373034094036584,,,3.274935383293175e-05,0.9993455601130746,0.9980366803392239,17.750089242160726,0.21465892026151367,-1.3711055024676178,5.110672014550058,[4.58258258],[5.32533093],[15.09309309],[4.89601309],0.07271386283706702,0.005722705114972442
AURKB/ctrl,18.0,1.0,0.0017667317056958565,0.014907624636440742,0.009701675639696927,,0.7176523109967321,0.31897688198897145,0.2777027536246667,19.39341502419385,0.1366528607893347,0.3836579616996545,7.293576967525864,[16.9009009],[7.43022931],[7.89189189],[7.15692411],0.30002747951086994,0.14746877543118644
AURKB/nlrp3,18.0,1.0,0.02150674582495571,0.15623415494433357,0.049963561866455786,,0.8080638999848735,0.20760099530937004,0.15957681320690764,17.257608206911762,0.10844972849542467,0.32076321388003937,7.261427301150894,[17.08108108],[7.36987509],[8.07207207],[7.15297757],0.31836611831399547,0.15648253847642704
AVPI1/ctrl,24.0,1.0,0.0009194702750864314,0.007947494779438624,,,0.0025175168143181633,0.9905443411299059,0.9842405685498431,14.815093971714376,0.29649398434911545,-1.0063159651138474,5.093970377083879,[3.84384384],[5.39045963],[15.85585586],[4.79747639],0.09219060127143504,0.02896847029857441
AVPI1/nlrp3,23.0,1.0,0.014022163729190185,0.21033245593785277,,,9.083768152279143e-05,0.9998033789243518,0.9994101367730553,15.709707316819355,0.8232490033269446,0.2956053147521924,5.628930215971532,[21.91791792],[6.45217922],[10.40640641],[4.80568121],0.12110131789661156,0.009530880416980974
AZI2/ctrl,0.0,0.0,,,,,16.25596350580284,,,,,,6.804167894483218,,,,,,
AZI2/nlrp3,0.0,0.0,,,,,16.206514379722535,,,,,,6.746101254728046,,,,,,
B3GNT1/ctrl,0.0,0.0,,,,,1.2330561549847459,,,,,,6.731505875859263,,,,,,
B3GNT1/nlrp3,0.0,0.0,,,,,2.267490473106229,,,,,,6.723638645290771,,,,,,
B3GNT2/ctrl,18.0,1.0,0.04156455552837168,0.32595867101170184,0.982465600431225,,1.6756970534640043,0.1753185023423287,0.12533780551459106,4.129427556267963,0.14067974915460635,2.660447832769735,6.218075971894738,[10.37837838],[6.35875365],[1.36936937],[6.07739622],0.45846030892429435,0.2253412935744763
B3GNT2/nlrp3,0.0,0.0,,,,,2.2118572993813057,,,,,,6.246890142178331,,,,,,
B4GALNT4/ctrl,0.0,0.0,,,,,28.163840077384716,,,,,,6.833439663338052,,,,,,
B4GALNT4/nlrp3,0.0,0.0,,,,,31.045772522469072,,,,,,6.544648855623753,,,,,,
BAD/ctrl,0.0,0.0,,,,,2.798665428147251,,,,,,6.891859294566846,,,,,,
BAD/nlrp3,0.0,0.0,,,,,3.9449831783213667,,,,,,6.797524304947845,,,,,,
BAHCC1/ctrl,0.0,0.0,,,,,4.3560334773566005,,,,,,6.166727788996701,,,,,,
BAHCC1/nlrp3,0.0,0.0,,,,,5.230170973533694,,,,,,6.11197446421354,,,,,,
BAI2/ctrl,0.0,0.0,,,,,7.8454295905357405,,,,,,6.523517679464874,,,,,,
BAI2/nlrp3,28.0,1.0,0.011969080015072131,0.03979049745009358,0.4498589696627969,,8.365111563932471,0.24163409743116193,0.1942362285206095,-24.615476834569453,0.4247020279889835,0.11950002085726918,6.374315961300738,[27.46746747],[6.79901799],[13.45345345],[5.94961693],1.041448255779301,0.5112824428560888
BAIAP2L2/ctrl,0.0,0.0,,,,,1.109028410580629,,,,,,5.712893624105476,,,,,,
BAIAP2L2/nlrp3,0.0,0.0,,,,,0.9171387601054208,,,,,,5.437826504021752,,,,,,
BAP1/ctrl,0.0,0.0,,,,,2.333864097518673,,,,,,5.984059477559076,,,,,,
BAP1/nlrp3,0.0,0.0,,,,,2.107415143571719,,,,,,6.027179986086064,,,,,,
BCL3/ctrl,22.0,1.0,0.009779563657163703,0.05861589662634864,0.8472099964945352,,0.568589678648948,0.6036636590373765,0.5243963908448519,1.8958454008000096,0.44347327647053403,0.044026323473730145,6.06713079307211,[21.84584585],[6.51059752],[10.83483483],[5.62365752],0.5313023507028245,0.2384511854969373
BCL3/nlrp3,0.0,0.0,,,,,2.5897729360516277,,,,,,5.80490447042087,,,,,,
BCLAF1/ctrl,0.0,0.0,,,,,0.06187678258897263,,,,,,8.343875376603439,,,,,,
