test,period,n_components,p,q,p_reject,q_reject,RSS,R2,R2_adj,log-likelihood,amplitude,acrophase,mesor,peaks,heights,troughs,heights2,ME,resid_SE
A1CF/ctrl,32.0,1.0,0.03412682453412508,0.2661052456832641,0.9451004520542028,,4.646045855574225,0.2078011664828907,0.153166764171366,-14.530522685010894,0.2846903779199552,-1.496894998106848,6.732217016605843,[7.62362362],[7.01690739],[23.63963964],[6.44752664],0.818624664514527,0.4002605123896455
A1CF/nlrp3,0.0,0.0,,,,,7.817318990804048,,,,,,6.749546986793957,,,,,,
A2M/ctrl,20.0,1.0,0.023742109770379605,0.11913223607768766,0.44880201645981943,,3.2207548428355373,0.20283793268910566,0.15452508012480903,-7.631529898996213,0.204209011596733,-1.2830528555201557,7.658162804734564,[4.08408408],[7.86237048],[14.09409409],[7.45395379],0.6355984419565129,0.31240779695948195
A2M/nlrp3,32.0,1.0,0.0016169062616313568,0.023981732985257354,0.08994096069452151,,5.0564126588528255,0.32262465624356484,0.28157160510681123,-15.750277184161895,0.3675928968352187,-1.559789745926464,7.527053572498527,[7.94394394],[7.89464647],[23.95995996],[7.15946449],0.7963889851435727,0.39143917283001095
AAK1/ctrl,0.0,0.0,,,,,0.26631299766481364,,,,,,7.700454235496706,,,,,,
AAK1/nlrp3,0.0,0.0,,,,,0.16973308221255737,,,,,,7.710401917060371,,,,,,
AATF/ctrl,0.0,0.0,,,,,0.5096637076229424,,,,,,7.383084025958633,,,,,,
AATF/nlrp3,0.0,0.0,,,,,0.3928167238893916,,,,,,7.3589450783503505,,,,,,
AATK/ctrl,0.0,0.0,,,,,3.0455877942840774,,,,,,6.088495061612383,,,,,,
AATK/nlrp3,0.0,0.0,,,,,2.2036239036758802,,,,,,6.13643112219566,,,,,,
ABCB4/ctrl,32.0,1.0,0.011469316237009308,0.07971234857123477,0.37885784625285934,,0.307440980784797,0.8325770418905731,0.7656078586468024,1.6841464713384031,0.6787781973953799,-0.9685791164220783,5.85826693430834,[4.93293293],[6.53704513],[20.94894895],[5.17948874],0.6374223848314197,0.24796813536613813
ABCB4/nlrp3,0.0,0.0,,,,,0.4151157426550728,,,,,,5.783169185083749,,,,,,
ABCB5/ctrl,0.0,0.0,,,,,4.763442968582641,,,,,,5.958010359261069,,,,,,
ABCB5/nlrp3,0.0,0.0,,,,,5.56431400580661,,,,,,6.119693036929188,,,,,,
ABCB7/ctrl,0.0,0.0,,,,,2.3221196178899928,,,,,,6.994305186388079,,,,,,
ABCB7/nlrp3,0.0,0.0,,,,,1.1656380332511642,,,,,,6.984312897559727,,,,,,
ABCD1/nlrp3,0.0,0.0,,,,,10.358933371882909,,,,,,3.2185456056522934,,,,,,
ABCD1/nlrp3,0.0,0.0,,,,,10.358933371882909,,,,,,3.2185456056522934,,,,,,
ABCD3/ctrl,0.0,0.0,,,,,0.17105477354815168,,,,,,8.133540509554383,,,,,,
ABCD3/nlrp3,0.0,0.0,,,,,0.1622113356772263,,,,,,8.14719610220672,,,,,,
ABHD11/ctrl,0.0,0.0,,,,,2.0567289334595014,,,,,,7.1544639945456545,,,,,,
ABHD11/nlrp3,0.0,0.0,,,,,1.498729738614411,,,,,,7.190194222631778,,,,,,
ABHD13/ctrl,0.0,0.0,,,,,1.9953126384449325,,,,,,6.4152385443141915,,,,,,
ABHD13/nlrp3,0.0,0.0,,,,,3.9226762958659798,,,,,,6.413488589843461,,,,,,
ABI2/ctrl,0.0,0.0,,,,,4.288962392854723,,,,,,6.564217843784988,,,,,,
ABI2/nlrp3,0.0,0.0,,,,,4.514287353126099,,,,,,6.534204296848062,,,,,,
ABR/ctrl,0.0,0.0,,,,,0.7077162759929894,,,,,,7.12851064886293,,,,,,
ABR/nlrp3,0.0,0.0,,,,,1.3663241586254167,,,,,,7.17055109014969,,,,,,
ABTB1/ctrl,0.0,0.0,,,,,10.867681386546586,,,,,,3.296632958269256,,,,,,
ABTB1/ctrl,0.0,0.0,,,,,10.867681386546586,,,,,,3.296632958269256,,,,,,
ACD/ctrl,0.0,0.0,,,,,8.586702470168877,,,,,,2.9303220620990715,,,,,,
ACD/ctrl,0.0,0.0,,,,,8.586702470168877,,,,,,2.9303220620990715,,,,,,
ACD/ctrl,0.0,0.0,,,,,8.586702470168877,,,,,,2.9303220620990715,,,,,,
ACD/nlrp3,0.0,0.0,,,,,7.946774607301673,,,,,,2.819016352603472,,,,,,
ACO2/ctrl,32.0,1.0,0.009077023911120308,0.13615535866680462,0.9711862584154689,,0.1411095587823527,0.24796336281400222,0.20238538480272972,48.66948989510354,0.053919448054987384,-2.3271056693257726,8.90320850628513,[11.85185185],[8.95712795],[27.86786787],[8.84928972],0.13303999095015487,0.0653914920752606
ACO2/nlrp3,32.0,1.0,0.04395239702047349,0.5009056136212165,0.8560014214402154,,0.153358197213403,0.17252187996738155,0.12237169087449562,47.17117453716193,0.044196108752827534,-2.0252108797916186,8.90790355328539,[10.31431431],[8.95209966],[26.33033033],[8.86370744],0.13869394041180408,0.06817050753350637
