qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,1,0
0.002,0,2,0
0.003,1,2,0
0.004,1,2,0
0.005,1,2,0
0.006,1,3,0
0.007,1,4,0
0.008,2,4,0
0.009000000000000001,2,4,0
0.01,2,4,0
0.011,2,5,0
0.012,2,6,0
0.013000000000000001,2,6,0
0.014,2,7,0
0.015,3,7,0
0.016,3,7,0
0.017,3,7,0
0.018000000000000002,3,7,0
0.019,4,7,0
0.02,4,7,0
0.021,5,8,0
0.022,5,8,0
0.023,5,8,0
0.024,5,8,0
0.025,5,8,0
0.026000000000000002,5,10,0
0.027,5,10,0
0.028,5,10,0
0.029,5,10,0
0.03,6,10,0
0.031,6,10,0
0.032,6,10,0
0.033,6,10,0
0.034,6,11,0
0.035,6,11,0
0.036000000000000004,7,11,0
0.037,7,12,0
0.038,7,13,0
0.039,8,13,0
0.04,9,13,0
0.041,9,13,0
0.042,9,16,0
0.043000000000000003,10,16,0
0.044,11,16,0
0.045,11,16,0
0.046,11,16,0
0.047,11,16,0
0.048,11,16,0
0.049,12,16,0
0.05,12,16,0
0.051000000000000004,12,16,0
0.052000000000000005,12,16,0
0.053,12,16,0
0.054,12,16,0
0.055,12,16,0
0.056,12,16,0
0.057,12,16,0
0.058,12,16,0
0.059000000000000004,12,16,0
