qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,2,1,0
0.002,2,3,0
0.003,4,4,0
0.004,6,5,0
0.005,6,6,0
0.006,8,9,0
0.007,9,9,0
0.008,10,9,0
0.009000000000000001,10,9,0
0.01,12,10,0
0.011,12,11,0
0.012,15,12,0
0.013000000000000001,15,15,1
0.014,16,16,1
0.015,18,17,2
0.016,19,18,2
0.017,22,19,3
0.018000000000000002,22,21,3
0.019,26,21,3
0.02,28,22,3
0.021,30,24,3
0.022,31,24,3
0.023,33,25,3
0.024,34,25,3
0.025,38,26,3
0.026000000000000002,38,28,4
0.027,39,28,4
0.028,40,30,4
0.029,40,32,5
0.03,42,35,5
0.031,45,36,5
0.032,47,39,5
0.033,49,43,5
0.034,50,43,5
0.035,53,44,5
0.036000000000000004,54,44,5
0.037,55,46,5
0.038,55,47,5
0.039,57,47,5
0.04,59,47,5
0.041,60,48,6
0.042,63,48,6
0.043000000000000003,63,51,6
0.044,64,53,6
0.045,65,53,6
0.046,67,53,6
0.047,69,53,6
0.048,72,54,8
0.049,74,55,8
0.05,76,55,8
0.051000000000000004,76,55,8
0.052000000000000005,76,55,8
0.053,76,55,8
0.054,76,55,8
0.055,76,55,8
0.056,76,55,8
0.057,76,55,8
0.058,76,55,8
0.059000000000000004,76,55,8
