pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,6,8,0
0.002,13,11,0
0.003,18,13,0
0.004,28,16,0
0.005,38,24,1
0.006,46,31,1
0.007,47,39,2
0.008,60,41,4
0.009000000000000001,68,45,7
0.01,73,48,7
0.011,76,52,8
0.012,83,55,9
0.013000000000000001,89,64,10
0.014,95,75,10
0.015,99,79,10
0.016,106,87,10
0.017,110,88,10
0.018000000000000002,115,93,11
0.019,119,99,12
0.02,126,103,12
0.021,132,110,12
0.022,139,116,12
0.023,145,120,14
0.024,152,128,14
0.025,160,136,14
0.026000000000000002,167,141,14
0.027,171,144,14
0.028,178,148,16
0.029,181,153,17
0.03,182,163,18
0.031,189,166,19
0.032,196,174,21
0.033,205,178,21
0.034,214,186,23
0.035,218,190,23
0.036000000000000004,220,197,23
0.037,229,203,26
0.038,238,208,26
0.039,240,213,26
0.04,244,222,27
0.041,248,224,27
0.042,251,229,28
0.043000000000000003,254,235,28
0.044,258,239,29
0.045,263,245,29
0.046,267,252,29
0.047,278,257,30
0.048,283,264,31
0.049,286,269,33
0.05,291,277,33
0.051000000000000004,291,277,33
0.052000000000000005,291,277,33
0.053,291,277,33
0.054,291,277,33
0.055,291,277,33
0.056,291,277,33
0.057,291,277,33
0.058,291,277,33
0.059000000000000004,291,277,33
