pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,4,6,0
0.002,8,9,0
0.003,11,15,0
0.004,14,16,0
0.005,20,20,1
0.006,26,24,1
0.007,31,26,2
0.008,35,31,4
0.009000000000000001,40,35,4
0.01,49,37,4
0.011,52,42,4
0.012,59,48,4
0.013000000000000001,67,53,4
0.014,72,56,4
0.015,74,61,4
0.016,81,64,5
0.017,84,68,5
0.018000000000000002,93,76,5
0.019,101,81,5
0.02,104,85,5
0.021,111,90,7
0.022,118,94,7
0.023,125,98,7
0.024,129,101,7
0.025,136,103,7
0.026000000000000002,137,112,8
0.027,144,118,8
0.028,150,119,8
0.029,155,125,10
0.03,160,127,10
0.031,167,134,12
0.032,175,141,12
0.033,180,144,13
0.034,187,149,13
0.035,190,153,13
0.036000000000000004,199,158,14
0.037,208,161,14
0.038,213,164,14
0.039,217,166,14
0.04,230,168,15
0.041,234,173,15
0.042,243,178,16
0.043000000000000003,249,184,18
0.044,256,188,20
0.045,263,193,20
0.046,268,199,20
0.047,275,200,21
0.048,281,206,21
0.049,287,206,21
0.05,289,213,21
0.051000000000000004,289,213,21
0.052000000000000005,289,213,21
0.053,289,213,21
0.054,289,213,21
0.055,289,213,21
0.056,289,213,21
0.057,289,213,21
0.058,289,213,21
0.059000000000000004,289,213,21
