qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,1,2,0
0.003,4,3,0
0.004,4,6,0
0.005,4,6,0
0.006,5,7,0
0.007,5,7,0
0.008,7,7,0
0.009000000000000001,8,8,0
0.01,8,8,0
0.011,9,8,0
0.012,10,8,0
0.013000000000000001,11,10,0
0.014,13,10,0
0.015,13,13,1
0.016,13,13,1
0.017,18,14,1
0.018000000000000002,19,15,1
0.019,19,17,2
0.02,21,17,2
0.021,21,17,2
0.022,22,18,2
0.023,24,19,2
0.024,25,19,2
0.025,25,19,2
0.026000000000000002,25,21,2
0.027,27,23,2
0.028,27,25,2
0.029,28,25,2
0.03,30,26,2
0.031,32,27,2
0.032,32,28,2
0.033,33,28,2
0.034,34,32,3
0.035,36,33,3
0.036000000000000004,36,34,3
0.037,38,34,3
0.038,40,35,3
0.039,43,37,4
0.04,44,37,4
0.041,47,37,4
0.042,48,37,4
0.043000000000000003,49,38,4
0.044,52,38,4
0.045,52,39,4
0.046,53,41,5
0.047,53,42,5
0.048,55,45,5
0.049,59,45,5
0.05,61,45,5
0.051000000000000004,61,45,5
0.052000000000000005,61,45,5
0.053,61,45,5
0.054,61,45,5
0.055,61,45,5
0.056,61,45,5
0.057,61,45,5
0.058,61,45,5
0.059000000000000004,61,45,5
