qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,0,0
0.002,1,0,0
0.003,1,0,0
0.004,1,0,0
0.005,2,0,0
0.006,2,0,0
0.007,2,0,0
0.008,4,1,0
0.009000000000000001,4,1,0
0.01,7,1,0
0.011,7,2,0
0.012,8,3,0
0.013000000000000001,9,5,0
0.014,9,7,0
0.015,11,7,0
0.016,11,8,0
0.017,13,10,0
0.018000000000000002,14,11,0
0.019,15,13,1
0.02,15,13,1
0.021,15,13,1
0.022,17,14,1
0.023,18,16,1
0.024,18,16,1
0.025,19,16,1
0.026000000000000002,23,18,2
0.027,25,19,2
0.028,26,19,2
0.029,26,20,2
0.03,26,20,2
0.031,26,22,2
0.032,26,24,2
0.033,26,25,2
0.034,28,25,2
0.035,30,26,2
0.036000000000000004,31,27,2
0.037,32,28,2
0.038,33,29,2
0.039,35,29,2
0.04,35,29,2
0.041,36,29,2
0.042,36,30,2
0.043000000000000003,39,31,2
0.044,39,32,2
0.045,40,33,3
0.046,41,34,3
0.047,41,34,3
0.048,43,35,3
0.049,45,35,3
0.05,45,37,3
0.051000000000000004,45,37,3
0.052000000000000005,45,37,3
0.053,45,37,3
0.054,45,37,3
0.055,45,37,3
0.056,45,37,3
0.057,45,37,3
0.058,45,37,3
0.059000000000000004,45,37,3
