pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,5,6,0
0.002,19,13,0
0.003,26,19,1
0.004,32,26,1
0.005,39,33,1
0.006,47,39,1
0.007,53,50,4
0.008,61,56,7
0.009000000000000001,70,63,11
0.01,82,68,11
0.011,85,72,12
0.012,90,77,12
0.013000000000000001,99,87,13
0.014,104,92,13
0.015,108,95,14
0.016,111,102,15
0.017,120,108,15
0.018000000000000002,128,114,15
0.019,138,117,15
0.02,145,129,15
0.021,154,137,15
0.022,160,143,16
0.023,167,151,16
0.024,175,157,18
0.025,177,164,19
0.026000000000000002,182,169,19
0.027,191,171,20
0.028,200,181,22
0.029,203,187,22
0.03,210,191,23
0.031,218,197,24
0.032,223,202,25
0.033,233,209,26
0.034,239,213,27
0.035,242,218,27
0.036000000000000004,249,221,28
0.037,254,225,29
0.038,261,230,29
0.039,264,236,31
0.04,271,245,33
0.041,279,249,34
0.042,285,257,35
0.043000000000000003,292,262,35
0.044,300,274,38
0.045,308,281,39
0.046,313,284,39
0.047,319,290,41
0.048,329,296,42
0.049,334,301,44
0.05,337,312,44
0.051000000000000004,337,312,44
0.052000000000000005,337,312,44
0.053,337,312,44
0.054,337,312,44
0.055,337,312,44
0.056,337,312,44
0.057,337,312,44
0.058,337,312,44
0.059000000000000004,337,312,44
