pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,4,7,0
0.002,11,12,0
0.003,14,15,1
0.004,20,16,1
0.005,27,20,1
0.006,33,24,1
0.007,46,30,2
0.008,54,33,3
0.009000000000000001,67,37,3
0.01,73,42,4
0.011,78,47,5
0.012,84,55,6
0.013000000000000001,89,58,7
0.014,90,64,7
0.015,96,68,9
0.016,102,70,9
0.017,105,73,9
0.018000000000000002,111,79,11
0.019,117,84,12
0.02,119,95,13
0.021,126,100,14
0.022,134,106,14
0.023,135,111,14
0.024,138,120,14
0.025,144,124,14
0.026000000000000002,151,127,14
0.027,156,129,14
0.028,160,138,14
0.029,164,145,14
0.03,167,149,14
0.031,170,152,14
0.032,176,161,14
0.033,179,164,14
0.034,184,169,15
0.035,190,174,16
0.036000000000000004,193,180,18
0.037,196,183,19
0.038,201,187,20
0.039,208,192,21
0.04,213,198,21
0.041,223,203,22
0.042,225,211,23
0.043000000000000003,229,217,23
0.044,238,221,23
0.045,242,225,23
0.046,247,226,23
0.047,252,232,23
0.048,258,233,24
0.049,267,239,25
0.05,272,246,27
0.051000000000000004,272,246,27
0.052000000000000005,272,246,27
0.053,272,246,27
0.054,272,246,27
0.055,272,246,27
0.056,272,246,27
0.057,272,246,27
0.058,272,246,27
0.059000000000000004,272,246,27
