qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,4,5,0
0.002,7,7,0
0.003,11,9,0
0.004,12,10,0
0.005,14,13,1
0.006,14,15,1
0.007,16,16,1
0.008,19,20,2
0.009000000000000001,23,22,2
0.01,24,23,2
0.011,28,26,2
0.012,30,29,4
0.013000000000000001,32,30,4
0.014,35,35,8
0.015,36,37,9
0.016,42,39,10
0.017,43,39,10
0.018000000000000002,47,39,10
0.019,49,41,10
0.02,52,43,12
0.021,56,43,12
0.022,60,45,12
0.023,62,49,12
0.024,62,52,12
0.025,62,53,12
0.026000000000000002,62,56,12
0.027,62,59,12
0.028,64,60,12
0.029,65,62,12
0.03,68,62,12
0.031,73,64,13
0.032,74,66,13
0.033,74,69,14
0.034,77,70,14
0.035,78,75,14
0.036000000000000004,79,77,14
0.037,80,80,14
0.038,83,82,16
0.039,84,84,17
0.04,85,85,17
0.041,85,86,17
0.042,85,89,17
0.043000000000000003,86,91,18
0.044,90,92,20
0.045,90,92,20
0.046,91,94,20
0.047,94,96,21
0.048,96,99,21
0.049,97,100,21
