qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,2,1,0
0.002,2,4,0
0.003,4,4,0
0.004,6,5,0
0.005,6,6,0
0.006,7,9,0
0.007,9,9,0
0.008,10,9,0
0.009000000000000001,10,9,0
0.01,11,11,0
0.011,12,12,0
0.012,15,12,0
0.013000000000000001,15,13,1
0.014,16,13,1
0.015,16,14,2
0.016,17,16,3
0.017,20,16,3
0.018000000000000002,21,17,3
0.019,24,17,3
0.02,28,18,3
0.021,29,20,3
0.022,30,20,3
0.023,31,21,3
0.024,32,21,3
0.025,36,22,3
0.026000000000000002,41,24,3
0.027,41,25,3
0.028,43,30,4
0.029,44,30,4
0.03,45,33,4
0.031,49,34,4
0.032,50,36,4
0.033,53,40,4
0.034,54,40,4
0.035,57,41,4
0.036000000000000004,58,42,4
0.037,58,44,4
0.038,59,46,4
0.039,60,46,4
0.04,62,46,4
0.041,64,46,5
0.042,66,47,5
0.043000000000000003,66,50,5
0.044,68,51,5
0.045,69,51,5
0.046,71,51,5
0.047,73,51,5
0.048,77,51,8
0.049,78,53,8
0.05,80,53,8
0.051000000000000004,80,53,8
0.052000000000000005,80,53,8
0.053,80,53,8
0.054,80,53,8
0.055,80,53,8
0.056,80,53,8
0.057,80,53,8
0.058,80,53,8
0.059000000000000004,80,53,8
