qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,1,0
0.002,2,4,0
0.003,3,4,0
0.004,5,5,0
0.005,5,5,0
0.006,5,9,0
0.007,6,9,0
0.008,6,9,0
0.009000000000000001,7,9,0
0.01,7,9,0
0.011,8,10,0
0.012,10,10,0
0.013000000000000001,12,12,1
0.014,12,14,1
0.015,12,16,2
0.016,12,18,2
0.017,14,19,2
0.018000000000000002,14,20,2
0.019,17,21,2
0.02,20,21,3
0.021,22,21,3
0.022,23,22,3
0.023,25,23,3
0.024,27,26,4
0.025,29,26,4
0.026000000000000002,31,28,4
0.027,33,28,4
0.028,33,31,4
0.029,35,31,4
0.03,37,31,4
0.031,39,33,4
0.032,42,33,4
0.033,43,35,4
0.034,45,35,4
0.035,48,37,4
0.036000000000000004,49,40,4
0.037,49,42,4
0.038,52,43,4
0.039,55,43,5
0.04,57,44,5
0.041,58,44,5
0.042,62,44,5
0.043000000000000003,62,44,5
0.044,64,44,5
0.045,65,46,5
0.046,68,46,5
0.047,69,47,5
0.048,70,48,5
0.049,72,48,5
0.05,73,48,5
0.051000000000000004,73,48,5
0.052000000000000005,73,48,5
0.053,73,48,5
0.054,73,48,5
0.055,73,48,5
0.056,73,48,5
0.057,73,48,5
0.058,73,48,5
0.059000000000000004,73,48,5
