qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1893,131,65
0.002,2403,222,113
0.003,2747,271,143
0.004,3023,313,158
0.005,3273,364,192
0.006,3456,422,224
0.007,3620,464,249
0.008,3754,500,267
0.009000000000000001,3890,543,293
0.01,4023,587,315
0.011,4139,615,334
0.012,4242,648,356
0.013000000000000001,4343,691,374
0.014,4435,736,399
0.015,4536,770,409
0.016,4612,797,424
0.017,4708,828,444
0.018000000000000002,4783,860,460
0.019,4883,896,480
0.02,4950,928,499
0.021,5025,971,524
0.022,5104,999,538
0.023,5181,1021,558
0.024,5259,1042,569
0.025,5309,1074,584
0.026000000000000002,5371,1103,603
0.027,5420,1136,617
0.028,5490,1157,635
0.029,5551,1179,650
0.03,5606,1214,657
0.031,5659,1239,675
0.032,5713,1273,688
0.033,5779,1306,705
0.034,5847,1337,724
0.035,5907,1370,744
0.036000000000000004,5961,1391,756
0.037,6008,1426,768
0.038,6058,1446,784
0.039,6108,1466,795
0.04,6151,1492,803
0.041,6200,1515,820
0.042,6246,1539,832
0.043000000000000003,6284,1571,854
0.044,6327,1598,865
0.045,6377,1629,882
0.046,6429,1647,894
0.047,6467,1667,907
0.048,6513,1694,922
0.049,6560,1719,935
0.05,6604,1746,947
0.051000000000000004,6604,1746,947
0.052000000000000005,6604,1746,947
0.053,6604,1746,947
0.054,6604,1746,947
0.055,6604,1746,947
0.056,6604,1746,947
0.057,6604,1746,947
0.058,6604,1746,947
0.059000000000000004,6604,1746,947
