pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,2400,314,137
0.002,3021,445,224
0.003,3438,584,292
0.004,3767,686,353
0.005,3995,781,407
0.006,4211,872,449
0.007,4388,960,488
0.008,4551,1035,524
0.009000000000000001,4716,1113,572
0.01,4852,1195,610
0.011,4987,1275,648
0.012,5124,1346,692
0.013000000000000001,5242,1416,730
0.014,5367,1468,771
0.015,5484,1531,813
0.016,5594,1595,843
0.017,5704,1649,879
0.018000000000000002,5799,1713,917
0.019,5905,1771,941
0.02,5994,1813,962
0.021,6081,1865,994
0.022,6154,1919,1025
0.023,6229,1967,1047
0.024,6308,2027,1087
0.025,6401,2077,1126
0.026000000000000002,6464,2137,1157
0.027,6535,2188,1186
0.028,6623,2252,1223
0.029,6685,2299,1240
0.03,6759,2348,1272
0.031,6816,2400,1304
0.032,6877,2440,1333
0.033,6930,2483,1347
0.034,6998,2524,1367
0.035,7065,2583,1403
0.036000000000000004,7129,2635,1432
0.037,7186,2675,1456
0.038,7264,2738,1478
0.039,7330,2776,1500
0.04,7385,2817,1531
0.041,7443,2876,1565
0.042,7501,2932,1598
0.043000000000000003,7555,2966,1621
0.044,7613,3013,1645
0.045,7667,3070,1673
0.046,7715,3118,1700
0.047,7768,3161,1728
0.048,7827,3192,1747
0.049,7871,3230,1768
0.05,7922,3275,1796
0.051000000000000004,7922,3275,1796
0.052000000000000005,7922,3275,1796
0.053,7922,3275,1796
0.054,7922,3275,1796
0.055,7922,3275,1796
0.056,7922,3275,1796
0.057,7922,3275,1796
0.058,7922,3275,1796
0.059000000000000004,7922,3275,1796
