pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,2739,194,108
0.002,3395,302,173
0.003,3825,386,218
0.004,4159,476,265
0.005,4450,550,308
0.006,4688,619,351
0.007,4885,706,398
0.008,5067,782,442
0.009000000000000001,5218,833,468
0.01,5346,898,495
0.011,5499,974,532
0.012,5650,1037,562
0.013000000000000001,5775,1094,588
0.014,5896,1143,619
0.015,6024,1188,645
0.016,6140,1234,668
0.017,6238,1296,698
0.018000000000000002,6326,1349,723
0.019,6401,1390,748
0.02,6511,1456,778
0.021,6580,1513,812
0.022,6660,1555,837
0.023,6728,1608,863
0.024,6843,1672,887
0.025,6939,1710,914
0.026000000000000002,7021,1769,944
0.027,7097,1808,972
0.028,7159,1857,1002
0.029,7247,1890,1019
0.03,7319,1939,1039
0.031,7387,1979,1060
0.032,7443,2027,1082
0.033,7526,2082,1111
0.034,7574,2121,1132
0.035,7648,2166,1148
0.036000000000000004,7708,2204,1174
0.037,7779,2251,1199
0.038,7835,2290,1218
0.039,7892,2336,1242
0.04,7961,2382,1261
0.041,8018,2416,1285
0.042,8066,2461,1309
0.043000000000000003,8120,2505,1335
0.044,8165,2544,1355
0.045,8231,2609,1389
0.046,8279,2653,1415
0.047,8332,2700,1441
0.048,8381,2744,1467
0.049,8432,2786,1493
0.05,8494,2819,1509
0.051000000000000004,8494,2819,1509
0.052000000000000005,8494,2819,1509
0.053,8494,2819,1509
0.054,8494,2819,1509
0.055,8494,2819,1509
0.056,8494,2819,1509
0.057,8494,2819,1509
0.058,8494,2819,1509
0.059000000000000004,8494,2819,1509
