pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1607,83,51
0.002,2367,134,70
0.003,2886,175,90
0.004,3277,216,110
0.005,3622,254,124
0.006,3904,286,139
0.007,4170,322,164
0.008,4411,345,177
0.009000000000000001,4616,378,187
0.01,4807,412,202
0.011,5022,448,220
0.012,5179,480,238
0.013000000000000001,5333,512,259
0.014,5476,533,276
0.015,5620,579,299
0.016,5771,623,317
0.017,5928,661,334
0.018000000000000002,6045,688,349
0.019,6150,704,359
0.02,6248,724,370
0.021,6363,743,378
0.022,6459,781,400
0.023,6556,807,412
0.024,6655,828,425
0.025,6740,856,436
0.026000000000000002,6826,890,448
0.027,6911,914,462
0.028,6993,951,485
0.029,7091,974,500
0.03,7175,1007,519
0.031,7284,1051,532
0.032,7366,1087,546
0.033,7430,1112,557
0.034,7496,1143,570
0.035,7562,1184,586
0.036000000000000004,7635,1214,600
0.037,7717,1252,615
0.038,7787,1272,625
0.039,7866,1305,641
0.04,7949,1332,662
0.041,8008,1357,673
0.042,8073,1395,688
0.043000000000000003,8137,1431,709
0.044,8208,1467,729
0.045,8262,1495,743
0.046,8326,1526,758
0.047,8395,1559,773
0.048,8463,1576,781
0.049,8517,1606,802
0.05,8580,1637,815
0.051000000000000004,8580,1637,815
0.052000000000000005,8580,1637,815
0.053,8580,1637,815
0.054,8580,1637,815
0.055,8580,1637,815
0.056,8580,1637,815
0.057,8580,1637,815
0.058,8580,1637,815
0.059000000000000004,8580,1637,815
