pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,2648,239,122
0.002,3306,373,193
0.003,3711,483,254
0.004,4017,575,306
0.005,4280,661,360
0.006,4490,752,401
0.007,4695,835,441
0.008,4869,911,484
0.009000000000000001,5057,973,526
0.01,5192,1043,559
0.011,5314,1108,596
0.012,5447,1185,641
0.013000000000000001,5589,1256,676
0.014,5705,1318,711
0.015,5816,1382,745
0.016,5950,1449,777
0.017,6062,1496,800
0.018000000000000002,6156,1553,833
0.019,6240,1608,858
0.02,6336,1655,888
0.021,6428,1710,908
0.022,6494,1763,936
0.023,6571,1813,949
0.024,6641,1867,975
0.025,6710,1926,1010
0.026000000000000002,6794,1986,1045
0.027,6861,2026,1066
0.028,6932,2071,1100
0.029,6990,2119,1130
0.03,7085,2162,1162
0.031,7156,2207,1192
0.032,7235,2253,1220
0.033,7303,2294,1242
0.034,7373,2353,1267
0.035,7420,2395,1283
0.036000000000000004,7483,2438,1304
0.037,7533,2472,1322
0.038,7608,2525,1347
0.039,7659,2566,1369
0.04,7726,2613,1391
0.041,7784,2657,1413
0.042,7843,2705,1432
0.043000000000000003,7910,2763,1460
0.044,7962,2805,1485
0.045,8015,2843,1510
0.046,8070,2885,1532
0.047,8120,2935,1557
0.048,8172,2971,1585
0.049,8225,3017,1610
0.05,8266,3053,1635
0.051000000000000004,8266,3053,1635
0.052000000000000005,8266,3053,1635
0.053,8266,3053,1635
0.054,8266,3053,1635
0.055,8266,3053,1635
0.056,8266,3053,1635
0.057,8266,3053,1635
0.058,8266,3053,1635
0.059000000000000004,8266,3053,1635
