qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1241,52,29
0.002,1807,95,52
0.003,2195,126,75
0.004,2493,156,92
0.005,2750,180,111
0.006,2959,203,121
0.007,3138,218,133
0.008,3298,241,150
0.009000000000000001,3467,271,166
0.01,3605,293,174
0.011,3745,320,188
0.012,3853,341,197
0.013000000000000001,3988,370,212
0.014,4106,393,225
0.015,4227,412,233
0.016,4329,441,249
0.017,4438,460,261
0.018000000000000002,4530,479,273
0.019,4613,506,286
0.02,4677,530,296
0.021,4760,555,312
0.022,4841,572,323
0.023,4922,589,336
0.024,4998,606,345
0.025,5067,625,354
0.026000000000000002,5131,642,368
0.027,5187,665,382
0.028,5254,684,393
0.029,5318,703,401
0.03,5369,730,411
0.031,5428,751,423
0.032,5499,772,433
0.033,5555,796,446
0.034,5610,820,459
0.035,5661,845,472
0.036000000000000004,5730,863,486
0.037,5784,884,495
0.038,5843,903,512
0.039,5896,916,515
0.04,5941,931,522
0.041,5998,953,538
0.042,6060,969,550
0.043000000000000003,6111,991,559
0.044,6154,1012,573
0.045,6210,1041,588
0.046,6266,1070,601
0.047,6313,1094,617
0.048,6362,1114,625
0.049,6421,1137,636
0.05,6459,1152,642
0.051000000000000004,6459,1152,642
0.052000000000000005,6459,1152,642
0.053,6459,1152,642
0.054,6459,1152,642
0.055,6459,1152,642
0.056,6459,1152,642
0.057,6459,1152,642
0.058,6459,1152,642
0.059000000000000004,6459,1152,642
