pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,2188,110,64
0.002,2976,170,96
0.003,3468,226,122
0.004,3879,273,148
0.005,4194,320,172
0.006,4451,361,194
0.007,4676,406,220
0.008,4897,450,243
0.009000000000000001,5100,486,266
0.01,5312,526,287
0.011,5477,566,316
0.012,5627,601,332
0.013000000000000001,5756,642,347
0.014,5900,683,368
0.015,6032,723,390
0.016,6150,757,412
0.017,6261,790,435
0.018000000000000002,6372,828,454
0.019,6483,882,480
0.02,6598,920,501
0.021,6691,959,517
0.022,6785,1003,538
0.023,6877,1041,561
0.024,6973,1075,582
0.025,7049,1105,596
0.026000000000000002,7131,1142,614
0.027,7206,1183,629
0.028,7287,1217,647
0.029,7366,1262,670
0.03,7445,1302,695
0.031,7518,1340,710
0.032,7579,1375,725
0.033,7639,1412,749
0.034,7711,1449,765
0.035,7773,1490,789
0.036000000000000004,7847,1521,805
0.037,7907,1561,816
0.038,7969,1600,834
0.039,8041,1640,850
0.04,8108,1666,859
0.041,8174,1692,875
0.042,8233,1726,893
0.043000000000000003,8285,1760,911
0.044,8348,1790,933
0.045,8417,1818,948
0.046,8463,1855,968
0.047,8522,1891,985
0.048,8576,1917,1000
0.049,8636,1942,1016
0.05,8686,1984,1037
0.051000000000000004,8686,1984,1037
0.052000000000000005,8686,1984,1037
0.053,8686,1984,1037
0.054,8686,1984,1037
0.055,8686,1984,1037
0.056,8686,1984,1037
0.057,8686,1984,1037
0.058,8686,1984,1037
0.059000000000000004,8686,1984,1037
