qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1578,71,38
0.002,2128,122,68
0.003,2511,161,96
0.004,2810,191,115
0.005,3058,227,135
0.006,3265,258,155
0.007,3437,278,166
0.008,3586,311,186
0.009000000000000001,3744,344,203
0.01,3872,376,218
0.011,4019,404,236
0.012,4128,431,249
0.013000000000000001,4246,456,259
0.014,4343,485,275
0.015,4452,517,289
0.016,4568,551,310
0.017,4666,574,324
0.018000000000000002,4754,607,344
0.019,4846,635,361
0.02,4913,663,379
0.021,4990,692,400
0.022,5058,718,415
0.023,5128,738,428
0.024,5220,752,435
0.025,5290,772,447
0.026000000000000002,5356,796,460
0.027,5417,826,477
0.028,5486,844,484
0.029,5529,866,495
0.03,5569,886,501
0.031,5621,912,515
0.032,5677,939,530
0.033,5728,968,544
0.034,5787,1001,555
0.035,5843,1024,569
0.036000000000000004,5901,1056,585
0.037,5953,1073,591
0.038,6002,1093,605
0.039,6052,1113,613
0.04,6099,1134,625
0.041,6160,1158,639
0.042,6205,1182,654
0.043000000000000003,6253,1208,664
0.044,6303,1231,674
0.045,6362,1260,688
0.046,6419,1288,700
0.047,6460,1307,715
0.048,6505,1325,724
0.049,6563,1345,735
0.05,6607,1368,752
0.051000000000000004,6607,1368,752
0.052000000000000005,6607,1368,752
0.053,6607,1368,752
0.054,6607,1368,752
0.055,6607,1368,752
0.056,6607,1368,752
0.057,6607,1368,752
0.058,6607,1368,752
0.059000000000000004,6607,1368,752
