pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,25,13,0
0.002,62,20,0
0.003,97,28,0
0.004,135,37,0
0.005,190,48,0
0.006,246,57,0
0.007,328,64,0
0.008,387,80,1
0.009000000000000001,449,87,2
0.01,507,95,2
0.011,563,105,2
0.012,626,111,2
0.013000000000000001,686,125,2
0.014,737,137,4
0.015,791,144,5
0.016,846,152,6
0.017,906,161,6
0.018000000000000002,969,175,6
0.019,1015,185,6
0.02,1080,201,6
0.021,1136,212,6
0.022,1194,220,9
0.023,1248,227,10
0.024,1301,239,10
0.025,1343,253,11
0.026000000000000002,1446,298,14
0.027,1502,309,15
0.028,1568,335,17
0.029,1622,345,18
0.03,1685,355,18
0.031,1728,364,20
0.032,1784,377,20
0.033,1851,388,22
0.034,1891,395,23
0.035,1938,410,26
0.036000000000000004,1988,429,27
0.037,2045,440,28
0.038,2100,456,28
0.039,2146,466,29
0.04,2195,483,30
0.041,2238,498,31
0.042,2277,511,36
0.043000000000000003,2331,536,38
0.044,2366,545,39
0.045,2418,553,40
0.046,2462,561,41
0.047,2505,585,41
0.048,2554,616,44
0.049,2621,627,45
0.05,2662,642,47
0.051000000000000004,2662,642,47
0.052000000000000005,2662,642,47
0.053,2662,642,47
0.054,2662,642,47
0.055,2662,642,47
0.056,2662,642,47
0.057,2662,642,47
0.058,2662,642,47
0.059000000000000004,2662,642,47
