test,x,y
HIRA/ctrl,4.0,5.68918183827833
HIRA/ctrl,4.0,5.79839095776427
HIRA/ctrl,4.0,5.53191171845905
HIRA/ctrl,8.0,5.91416802866729
HIRA/ctrl,8.0,5.93294382676856
HIRA/ctrl,8.0,5.56697222309271
HIRA/ctrl,12.0,5.88177141178797
HIRA/ctrl,12.0,5.43786466900672
HIRA/ctrl,12.0,5.47444937974578
HIRA/ctrl,16.0,6.18435095812227
HIRA/ctrl,16.0,5.88308767405574
HIRA/ctrl,16.0,5.65597355215571
HIRA/ctrl,20.0,5.90510261414415
HIRA/ctrl,20.0,5.78678690227155
HIRA/ctrl,20.0,5.25105146588247
HIRA/ctrl,24.0,5.73537530822681
HIRA/ctrl,32.0,5.79303844655258
HIRA/ctrl,32.0,6.0710302498522
HIRA/ctrl,36.0,5.77375208025353
HIRA/ctrl,36.0,5.27515926724749
HIRA/nlrp3,4.0,6.0890232698117
HIRA/nlrp3,4.0,6.26662276202109
HIRA/nlrp3,4.0,5.90509829125753
HIRA/nlrp3,4.0,5.30694158427855
HIRA/nlrp3,8.0,5.57420726609112
HIRA/nlrp3,8.0,5.84859980844589
HIRA/nlrp3,12.0,5.84652823388018
HIRA/nlrp3,12.0,5.62210621334231
HIRA/nlrp3,12.0,5.79727585260729
HIRA/nlrp3,12.0,5.55634351553158
HIRA/nlrp3,16.0,6.06479069605891
HIRA/nlrp3,20.0,5.65165204411547
HIRA/nlrp3,20.0,6.04853890684469
HIRA/nlrp3,24.0,5.53515988584493
HIRA/nlrp3,24.0,6.13207517126659
HIRA/nlrp3,24.0,5.67207013612659
HIRA/nlrp3,28.0,5.96650873253162
HIRA/nlrp3,28.0,5.80895060208508
HIRA/nlrp3,28.0,5.80140027955766
HIRA/nlrp3,32.0,5.68730239124484
HIRA/nlrp3,32.0,5.46372431267222
HIRA/nlrp3,36.0,5.96497767340235
ENPEP/ctrl,4.0,5.52476988293179
ENPEP/ctrl,4.0,5.6762847232378
ENPEP/ctrl,4.0,5.06540790477095
ENPEP/ctrl,8.0,5.5917166725624
ENPEP/ctrl,8.0,5.67089310032879
ENPEP/ctrl,8.0,5.26133901238241
ENPEP/ctrl,12.0,5.5060095730071
ENPEP/ctrl,12.0,5.68437761516734
ENPEP/ctrl,16.0,5.40655380514516
ENPEP/ctrl,16.0,5.17981309347861
ENPEP/ctrl,16.0,5.90731083791893
ENPEP/ctrl,16.0,5.60828314584882
ENPEP/ctrl,20.0,5.89640274567046
ENPEP/ctrl,20.0,5.56313802341558
ENPEP/ctrl,24.0,4.98987233722976
ENPEP/ctrl,24.0,5.73630883766247
ENPEP/ctrl,24.0,5.27091629420313
ENPEP/ctrl,28.0,5.13081283659717
ENPEP/ctrl,28.0,5.29706639826814
ENPEP/ctrl,28.0,5.98624175084249
ENPEP/ctrl,32.0,5.39151730684945
ENPEP/ctrl,32.0,5.55152196778013
ENPEP/ctrl,36.0,5.6125232018263
ENPEP/ctrl,36.0,5.6435118944235
ENPEP/ctrl,36.0,5.69784720582628
ENPEP/nlrp3,4.0,5.3469941612133
ENPEP/nlrp3,4.0,5.58136133063254
ENPEP/nlrp3,8.0,5.7249530047214
ENPEP/nlrp3,8.0,5.39998505610245
ENPEP/nlrp3,12.0,5.79598979311403
ENPEP/nlrp3,12.0,5.32877497801139
ENPEP/nlrp3,12.0,5.81587315401866
ENPEP/nlrp3,12.0,5.52951889829308
ENPEP/nlrp3,16.0,5.26317904981397
ENPEP/nlrp3,16.0,5.81420896045525
ENPEP/nlrp3,20.0,5.46262706525626
ENPEP/nlrp3,20.0,5.47147947348378
ENPEP/nlrp3,20.0,5.71960056552071
ENPEP/nlrp3,24.0,5.52406232066639
ENPEP/nlrp3,24.0,5.275762694037
ENPEP/nlrp3,24.0,5.77978329870132
ENPEP/nlrp3,28.0,5.4933869407803
ENPEP/nlrp3,28.0,5.39932233721754
ENPEP/nlrp3,28.0,6.00069951904383
ENPEP/nlrp3,32.0,5.75159546927924
ENPEP/nlrp3,36.0,5.65219797589587
ENPEP/nlrp3,36.0,5.53953400033482
ENPEP/nlrp3,36.0,5.7284243998682
MRPS14/ctrl,4.0,6.60547054222828
MRPS14/ctrl,4.0,6.15587568497663
MRPS14/ctrl,4.0,6.23783116204274
MRPS14/ctrl,4.0,6.7043996926119
MRPS14/ctrl,8.0,6.63514633383566
MRPS14/ctrl,8.0,6.28453607977998
MRPS14/ctrl,8.0,6.26388024620199
MRPS14/ctrl,8.0,6.66362234960548
MRPS14/ctrl,12.0,6.6749259587133
MRPS14/ctrl,12.0,6.24786210219228
MRPS14/ctrl,12.0,6.09046121711885
MRPS14/ctrl,12.0,6.59276227132069
MRPS14/ctrl,16.0,6.64406243198026
MRPS14/ctrl,16.0,6.24482786763046
MRPS14/ctrl,16.0,6.03750139731884
MRPS14/ctrl,16.0,6.41860154689265
MRPS14/ctrl,20.0,6.58499776179934
MRPS14/ctrl,20.0,5.91411775216853
MRPS14/ctrl,20.0,6.14822186334776
MRPS14/ctrl,20.0,6.06127223964053
MRPS14/ctrl,24.0,6.54380403716082
MRPS14/ctrl,24.0,6.19745837564853
MRPS14/ctrl,24.0,6.41042054382101
MRPS14/ctrl,24.0,5.71137947028979
MRPS14/ctrl,28.0,6.59802023676165
MRPS14/ctrl,28.0,6.21156155618267
MRPS14/ctrl,28.0,6.41914105421482
MRPS14/ctrl,28.0,6.09180724545994
MRPS14/ctrl,32.0,6.52443779679443
MRPS14/ctrl,32.0,6.06247179857788
MRPS14/ctrl,32.0,6.45519611549352
MRPS14/ctrl,36.0,6.53959969782048
MRPS14/ctrl,36.0,6.00041411943216
MRPS14/ctrl,36.0,6.64028173485823
MRPS14/ctrl,36.0,6.36451366130788
MRPS14/nlrp3,4.0,6.61496256611099
MRPS14/nlrp3,4.0,6.3020333588579
MRPS14/nlrp3,4.0,5.99918667392033
MRPS14/nlrp3,4.0,6.46994639777084
MRPS14/nlrp3,8.0,6.68563104656304
MRPS14/nlrp3,8.0,6.15366092919766
MRPS14/nlrp3,8.0,6.33337189619866
MRPS14/nlrp3,8.0,6.48888462824066
MRPS14/nlrp3,12.0,6.60858764339945
MRPS14/nlrp3,12.0,6.12046731856639
MRPS14/nlrp3,12.0,6.25431044311706
MRPS14/nlrp3,12.0,6.62196083530592
MRPS14/nlrp3,16.0,6.55846808237485
MRPS14/nlrp3,16.0,6.19359816647944
MRPS14/nlrp3,16.0,5.77210010131955
MRPS14/nlrp3,16.0,6.3311538782796
MRPS14/nlrp3,20.0,6.63948190723841
MRPS14/nlrp3,20.0,6.30556180078324
MRPS14/nlrp3,20.0,6.15069904167305
MRPS14/nlrp3,20.0,5.72843982062905
MRPS14/nlrp3,24.0,6.59157755098046
MRPS14/nlrp3,24.0,6.242929585607
MRPS14/nlrp3,24.0,6.26858545965419
MRPS14/nlrp3,24.0,6.23532463417978
MRPS14/nlrp3,28.0,6.60399836692484
MRPS14/nlrp3,28.0,6.50968777354356
MRPS14/nlrp3,28.0,6.26285505671301
MRPS14/nlrp3,32.0,6.44340569430437
MRPS14/nlrp3,32.0,6.24662313946701
MRPS14/nlrp3,32.0,6.48218001609972
MRPS14/nlrp3,36.0,6.14286198919931
MRPS14/nlrp3,36.0,6.59201656093764
MRPS14/nlrp3,36.0,6.23181148820733
CCND2/ctrl,4.0,6.17981998284077
CCND2/ctrl,4.0,6.58567680775305
CCND2/ctrl,4.0,6.44501478185528
CCND2/ctrl,4.0,5.41769252105142
CCND2/ctrl,8.0,6.30008611739278
CCND2/ctrl,8.0,6.74882891378304
CCND2/ctrl,8.0,6.1628459793904
CCND2/ctrl,8.0,5.89194869978201
CCND2/ctrl,12.0,5.95023922188318
CCND2/ctrl,12.0,6.32026471391215
CCND2/ctrl,12.0,6.09449209166661
CCND2/ctrl,12.0,5.91596621212025
CCND2/ctrl,16.0,6.24061313978229
CCND2/ctrl,16.0,6.55310423806053
CCND2/ctrl,16.0,6.37669792224282
CCND2/ctrl,16.0,5.79418818934944
CCND2/ctrl,20.0,6.16734540049149
CCND2/ctrl,20.0,5.76170311930549
CCND2/ctrl,20.0,6.15140111096932
CCND2/ctrl,20.0,5.787069929868
CCND2/ctrl,24.0,6.31802950878679
CCND2/ctrl,24.0,6.65805539657235
CCND2/ctrl,24.0,6.0871870497031
CCND2/ctrl,24.0,5.71303080452086
CCND2/ctrl,28.0,6.44702849920838
CCND2/ctrl,28.0,6.1936237500514
CCND2/ctrl,28.0,5.7980225703849
CCND2/ctrl,32.0,6.34115466568115
CCND2/ctrl,32.0,6.34249670198227
CCND2/ctrl,32.0,6.30575258396228
CCND2/ctrl,36.0,6.41630675443929
CCND2/ctrl,36.0,6.4225089150109
CCND2/ctrl,36.0,6.18741890350743
CCND2/nlrp3,4.0,6.53697751124094
CCND2/nlrp3,4.0,6.6660977096767
CCND2/nlrp3,4.0,6.16385015167796
CCND2/nlrp3,4.0,6.17289061437318
CCND2/nlrp3,8.0,5.66756968302959
CCND2/nlrp3,8.0,6.53218866371895
CCND2/nlrp3,8.0,6.30101805240151
CCND2/nlrp3,8.0,6.10635308973591
CCND2/nlrp3,12.0,6.48203432771931
CCND2/nlrp3,12.0,6.64440638548575
CCND2/nlrp3,12.0,6.4849220719968
CCND2/nlrp3,12.0,5.83851222454715
CCND2/nlrp3,16.0,6.38650520793161
CCND2/nlrp3,16.0,6.46931720501184
CCND2/nlrp3,16.0,6.2075231543775
CCND2/nlrp3,20.0,6.23257608935009
CCND2/nlrp3,20.0,6.19884917854416
CCND2/nlrp3,20.0,6.05229177372399
CCND2/nlrp3,20.0,6.30639929081881
CCND2/nlrp3,24.0,6.31374935456315
CCND2/nlrp3,24.0,6.68568030621332
CCND2/nlrp3,24.0,5.96538422632553
CCND2/nlrp3,24.0,6.05563745446016
CCND2/nlrp3,28.0,6.52391209126482
CCND2/nlrp3,28.0,6.32899879606356
CCND2/nlrp3,28.0,6.27599669926611
CCND2/nlrp3,32.0,6.55581147051837
CCND2/nlrp3,32.0,6.39491007481282
CCND2/nlrp3,32.0,5.67621333447021
CCND2/nlrp3,32.0,5.77726438472971
CCND2/nlrp3,36.0,6.55374458837933
CCND2/nlrp3,36.0,6.41261877987831
CCND2/nlrp3,36.0,5.66234127574291
OVGP1/ctrl,4.0,6.5669882313108
OVGP1/ctrl,4.0,6.19468441881041
OVGP1/ctrl,8.0,5.03761372217178
OVGP1/ctrl,8.0,5.67369809957189
OVGP1/ctrl,12.0,6.36438155931833
OVGP1/ctrl,12.0,6.1142182071282
OVGP1/ctrl,16.0,6.38873068538714
OVGP1/ctrl,16.0,6.60550835181937
OVGP1/ctrl,16.0,6.17856172440016
OVGP1/ctrl,16.0,6.39444537650572
OVGP1/ctrl,20.0,6.73177138830393
OVGP1/ctrl,20.0,6.48775415590401
OVGP1/ctrl,20.0,6.01015233928964
OVGP1/ctrl,24.0,6.78752536587664
OVGP1/ctrl,24.0,6.5739269087027
OVGP1/ctrl,28.0,6.7173151014077
OVGP1/ctrl,28.0,6.29367539925039
OVGP1/ctrl,32.0,6.6858040576276
OVGP1/ctrl,32.0,6.33064973002492
OVGP1/ctrl,36.0,6.43808804014873
OVGP1/ctrl,36.0,6.63812289737819
OVGP1/ctrl,36.0,6.1359476598292
OVGP1/nlrp3,4.0,6.33659160325627
OVGP1/nlrp3,4.0,6.58569811653638
OVGP1/nlrp3,4.0,6.01142917977129
OVGP1/nlrp3,8.0,5.25061270822322
OVGP1/nlrp3,8.0,6.46569700637157
OVGP1/nlrp3,8.0,6.49415208846613
OVGP1/nlrp3,12.0,6.64509868787496
OVGP1/nlrp3,12.0,5.62566530049199
OVGP1/nlrp3,16.0,5.50000581474308
OVGP1/nlrp3,16.0,5.95436168279465
OVGP1/nlrp3,16.0,6.10677681640051
OVGP1/nlrp3,20.0,6.80839734859919
OVGP1/nlrp3,20.0,6.61939597851353
OVGP1/nlrp3,20.0,6.17563558994471
OVGP1/nlrp3,24.0,6.46571454358323
OVGP1/nlrp3,24.0,6.21284414482236
OVGP1/nlrp3,24.0,6.0915421019649
OVGP1/nlrp3,28.0,6.74209003176521
OVGP1/nlrp3,28.0,6.5198705026959
OVGP1/nlrp3,32.0,6.41006981163804
OVGP1/nlrp3,36.0,6.08009014125157
OVGP1/nlrp3,36.0,6.32178623205485
OVGP1/nlrp3,36.0,6.23412153083034
FAM13C/ctrl,4.0,7.25479717516855
FAM13C/ctrl,4.0,6.58634612552095
FAM13C/ctrl,4.0,6.23964077304122
FAM13C/ctrl,4.0,6.93404579167332
FAM13C/ctrl,8.0,7.2987485494462
FAM13C/ctrl,8.0,7.41734306320146
FAM13C/ctrl,8.0,7.13834843091536
FAM13C/ctrl,8.0,7.36564331098651
FAM13C/ctrl,12.0,5.52230727221069
FAM13C/ctrl,12.0,6.44533731815318
FAM13C/ctrl,12.0,7.06247386716667
FAM13C/ctrl,16.0,6.40694124922339
FAM13C/ctrl,16.0,6.74518069653113
FAM13C/ctrl,16.0,7.33890846249055
FAM13C/ctrl,16.0,5.31926433444903
FAM13C/ctrl,20.0,7.3010820644509
FAM13C/ctrl,20.0,6.7935535528302
FAM13C/ctrl,20.0,6.9944194440335
FAM13C/ctrl,20.0,7.20732241416969
FAM13C/ctrl,24.0,7.34631282969992
FAM13C/ctrl,24.0,7.25072868084129
FAM13C/ctrl,24.0,7.43299355299541
FAM13C/ctrl,24.0,7.17182497029731
FAM13C/ctrl,28.0,7.27787983637756
FAM13C/ctrl,28.0,7.38526526326399
FAM13C/ctrl,28.0,6.08316314983493
FAM13C/ctrl,28.0,7.10697063459636
FAM13C/ctrl,32.0,6.86289662598815
FAM13C/ctrl,32.0,5.92956400692897
FAM13C/ctrl,32.0,6.44361028414406
FAM13C/ctrl,32.0,5.75906621353819
FAM13C/ctrl,36.0,6.77176241267805
FAM13C/ctrl,36.0,5.74064607287101
FAM13C/ctrl,36.0,7.24915825364343
FAM13C/ctrl,36.0,7.09064468863214
FAM13C/nlrp3,4.0,6.66528222874701
FAM13C/nlrp3,4.0,7.36330741577163
FAM13C/nlrp3,4.0,7.27708875758199
FAM13C/nlrp3,4.0,7.27916313036113
FAM13C/nlrp3,8.0,6.47476796300274
FAM13C/nlrp3,8.0,6.6932236142386
FAM13C/nlrp3,8.0,6.93683391660959
FAM13C/nlrp3,8.0,7.42945168942561
FAM13C/nlrp3,12.0,5.57806244159406
FAM13C/nlrp3,12.0,7.06826714515751
