test,x,y
STK32A/ctrl,4.0,5.27738456064602
STK32A/ctrl,12.0,5.17466152704308
STK32A/ctrl,12.0,5.81039719597695
STK32A/ctrl,16.0,5.67160136970322
STK32A/ctrl,20.0,5.74960337947658
STK32A/ctrl,24.0,5.73564839367537
STK32A/ctrl,28.0,5.5493539910493
STK32A/ctrl,32.0,5.66088444241434
STK32A/ctrl,32.0,5.6234312423459
STK32A/ctrl,36.0,5.44725573660922
STK32A/ctrl,36.0,5.55915463294715
STK32A/nlrp3,4.0,5.29122228463998
STK32A/nlrp3,12.0,5.20031139780582
STK32A/nlrp3,16.0,5.42263579450809
STK32A/nlrp3,16.0,5.39085918720481
STK32A/nlrp3,20.0,5.5526572673738
STK32A/nlrp3,20.0,5.41567099921452
STK32A/nlrp3,20.0,5.44523357173912
STK32A/nlrp3,24.0,5.39598301806253
STK32A/nlrp3,24.0,5.77359045645327
STK32A/nlrp3,32.0,5.56819468139667
STK32A/nlrp3,36.0,5.59738580544136
STK32A/nlrp3,36.0,5.68122495102714
STK32A/nlrp3,36.0,5.86006056853118
THOC2/ctrl,4.0,8.18639204130661
THOC2/ctrl,4.0,8.03456143857296
THOC2/ctrl,4.0,8.05008808160839
THOC2/ctrl,4.0,8.44328006624245
THOC2/ctrl,8.0,8.24315574639434
THOC2/ctrl,8.0,8.34923149564291
THOC2/ctrl,8.0,7.88594520776431
THOC2/ctrl,8.0,8.23249793027361
THOC2/ctrl,12.0,8.34941565583734
THOC2/ctrl,12.0,8.05941290329396
THOC2/ctrl,12.0,8.01042865668472
THOC2/ctrl,12.0,8.25696909750918
THOC2/ctrl,16.0,8.26730096929387
THOC2/ctrl,16.0,8.12406657007419
THOC2/ctrl,16.0,8.04506576117222
THOC2/ctrl,16.0,7.89421114906175
THOC2/ctrl,20.0,8.34874036856861
THOC2/ctrl,20.0,8.10706230138651
THOC2/ctrl,20.0,8.10513225570972
THOC2/ctrl,20.0,8.22615545001755
THOC2/ctrl,24.0,8.31404239334462
THOC2/ctrl,24.0,7.9982696549753
THOC2/ctrl,24.0,8.43096897998742
THOC2/ctrl,24.0,7.79786932460665
THOC2/ctrl,28.0,8.3010125301602
THOC2/ctrl,28.0,8.08139634142039
THOC2/ctrl,28.0,8.08628391149984
THOC2/ctrl,28.0,7.90018183385707
THOC2/ctrl,32.0,8.34164239602597
THOC2/ctrl,32.0,8.11743660109551
THOC2/ctrl,32.0,8.03793354544197
THOC2/ctrl,32.0,7.71236149876497
THOC2/ctrl,36.0,8.34940728149202
THOC2/ctrl,36.0,8.13668713787487
THOC2/ctrl,36.0,8.14685740055424
THOC2/ctrl,36.0,8.13749427533696
THOC2/nlrp3,4.0,8.25798793906591
THOC2/nlrp3,4.0,8.05781512273057
THOC2/nlrp3,4.0,8.07701126308282
THOC2/nlrp3,4.0,8.11838311721573
THOC2/nlrp3,8.0,8.3471535407459
THOC2/nlrp3,8.0,8.07670296228611
THOC2/nlrp3,8.0,8.08830856685054
