qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,429,29,13
0.002,754,56,27
0.003,999,76,43
0.004,1274,89,55
0.005,1472,105,62
0.006,1626,115,65
0.007,1786,125,71
0.008,1954,138,79
0.009000000000000001,2099,157,88
0.01,2257,173,92
0.011,2408,190,102
0.012,2522,204,108
0.013000000000000001,2653,215,112
0.014,2764,229,120
0.015,2895,244,129
0.016,3001,263,140
0.017,3112,276,144
0.018000000000000002,3197,291,155
0.019,3282,303,159
0.02,3371,320,165
0.021,3456,333,176
0.022,3542,346,184
0.023,3628,353,191
0.024,3704,362,199
0.025,3795,376,204
0.026000000000000002,3872,386,206
0.027,3941,406,213
0.028,4022,417,219
0.029,4102,427,221
0.03,4162,443,227
0.031,4229,457,237
0.032,4291,474,243
0.033,4361,480,246
0.034,4412,496,254
0.035,4472,513,263
0.036000000000000004,4539,527,265
0.037,4606,547,274
0.038,4659,560,283
0.039,4719,574,289
0.04,4770,584,295
0.041,4827,595,301
0.042,4896,601,307
0.043000000000000003,4958,615,313
0.044,5002,628,321
0.045,5055,644,326
0.046,5108,657,334
0.047,5165,667,341
0.048,5221,685,351
0.049,5278,693,356
0.05,5338,704,358
0.051000000000000004,5338,704,358
0.052000000000000005,5338,704,358
0.053,5338,704,358
0.054,5338,704,358
0.055,5338,704,358
0.056,5338,704,358
0.057,5338,704,358
0.058,5338,704,358
0.059000000000000004,5338,704,358
