qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,0,1,0
0.002,1,1,0
0.003,1,1,0
0.004,5,1,0
0.005,7,3,0
0.006,10,4,0
0.007,14,4,0
0.008,17,4,0
0.009000000000000001,19,6,0
0.01,22,7,0
0.011,28,8,0
0.012,32,10,0
0.013000000000000001,38,10,0
0.014,44,12,0
0.015,51,12,0
0.016,55,12,0
0.017,60,13,0
0.018000000000000002,67,14,0
0.019,69,14,0
0.02,73,15,0
0.021,75,16,0
0.022,78,16,0
0.023,84,20,0
0.024,89,20,0
0.025,93,22,0
0.026000000000000002,99,23,0
0.027,102,25,0
0.028,110,26,0
0.029,123,27,0
0.03,128,27,0
0.031,137,27,0
0.032,144,28,0
0.033,151,29,0
0.034,159,29,0
0.035,169,33,0
0.036000000000000004,176,33,0
0.037,182,33,0
0.038,190,33,0
0.039,196,36,0
0.04,205,38,0
0.041,215,40,0
0.042,220,43,0
0.043000000000000003,227,45,1
0.044,232,48,1
0.045,253,50,1
0.046,268,56,1
0.047,285,63,1
0.048,293,65,1
0.049,302,67,1
0.05,319,68,1
0.051000000000000004,319,68,1
0.052000000000000005,319,68,1
0.053,319,68,1
0.054,319,68,1
0.055,319,68,1
0.056,319,68,1
0.057,319,68,1
0.058,319,68,1
0.059000000000000004,319,68,1
