qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1890,139,70
0.002,2377,229,114
0.003,2713,280,144
0.004,3008,325,164
0.005,3245,376,196
0.006,3417,436,229
0.007,3584,474,256
0.008,3717,514,272
0.009000000000000001,3852,555,293
0.01,3977,599,316
0.011,4106,627,335
0.012,4219,657,358
0.013000000000000001,4320,705,381
0.014,4396,752,410
0.015,4496,782,422
0.016,4580,811,439
0.017,4665,840,456
0.018000000000000002,4740,873,469
0.019,4838,909,489
0.02,4899,941,506
0.021,4984,984,535
0.022,5063,1009,547
0.023,5134,1035,564
0.024,5228,1062,575
0.025,5285,1091,589
0.026000000000000002,5346,1116,609
0.027,5395,1154,630
0.028,5472,1181,644
0.029,5521,1206,662
0.03,5560,1232,673
0.031,5618,1257,692
0.032,5681,1286,703
0.033,5735,1311,719
0.034,5796,1344,735
0.035,5859,1382,754
0.036000000000000004,5909,1405,764
0.037,5955,1433,772
0.038,6007,1454,791
0.039,6057,1476,803
0.04,6103,1504,813
0.041,6145,1528,831
0.042,6197,1549,844
0.043000000000000003,6231,1590,864
0.044,6278,1611,876
0.045,6324,1638,891
0.046,6375,1657,904
0.047,6430,1680,917
0.048,6478,1705,929
0.049,6518,1741,942
0.05,6553,1766,956
0.051000000000000004,6553,1766,956
0.052000000000000005,6553,1766,956
0.053,6553,1766,956
0.054,6553,1766,956
0.055,6553,1766,956
0.056,6553,1766,956
0.057,6553,1766,956
0.058,6553,1766,956
0.059000000000000004,6553,1766,956
