qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1754,87,47
0.002,2312,152,85
0.003,2688,196,115
0.004,2940,236,129
0.005,3198,274,157
0.006,3400,319,183
0.007,3580,344,201
0.008,3720,376,216
0.009000000000000001,3869,414,239
0.01,4008,453,265
0.011,4137,485,277
0.012,4245,516,296
0.013000000000000001,4371,548,313
0.014,4473,583,329
0.015,4585,611,341
0.016,4669,638,358
0.017,4762,669,367
0.018000000000000002,4840,701,386
0.019,4925,731,407
0.02,4990,763,426
0.021,5063,796,448
0.022,5146,825,464
0.023,5221,851,481
0.024,5303,876,492
0.025,5351,905,508
0.026000000000000002,5414,923,523
0.027,5474,949,539
0.028,5538,975,548
0.029,5595,1005,564
0.03,5635,1034,575
0.031,5685,1062,589
0.032,5757,1091,600
0.033,5813,1114,607
0.034,5870,1149,623
0.035,5929,1177,637
0.036000000000000004,5986,1203,648
0.037,6040,1222,653
0.038,6083,1246,671
0.039,6135,1264,680
0.04,6182,1289,690
0.041,6229,1315,708
0.042,6282,1335,723
0.043000000000000003,6329,1360,737
0.044,6378,1385,750
0.045,6436,1418,764
0.046,6485,1444,780
0.047,6521,1463,793
0.048,6561,1484,806
0.049,6607,1511,818
0.05,6642,1532,833
0.051000000000000004,6642,1532,833
0.052000000000000005,6642,1532,833
0.053,6642,1532,833
0.054,6642,1532,833
0.055,6642,1532,833
0.056,6642,1532,833
0.057,6642,1532,833
0.058,6642,1532,833
0.059000000000000004,6642,1532,833
