pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,2450,304,131
0.002,3077,437,219
0.003,3496,558,290
0.004,3811,669,342
0.005,4073,762,400
0.006,4284,849,439
0.007,4456,929,482
0.008,4637,1021,526
0.009000000000000001,4797,1094,569
0.01,4939,1168,606
0.011,5081,1254,642
0.012,5199,1326,686
0.013000000000000001,5322,1391,726
0.014,5432,1448,753
0.015,5538,1509,793
0.016,5660,1570,830
0.017,5771,1620,861
0.018000000000000002,5870,1689,900
0.019,5964,1744,928
0.02,6058,1789,956
0.021,6151,1835,981
0.022,6237,1905,1016
0.023,6307,1953,1043
0.024,6380,2001,1074
0.025,6455,2057,1110
0.026000000000000002,6529,2104,1135
0.027,6614,2168,1170
0.028,6681,2229,1202
0.029,6753,2281,1225
0.03,6828,2342,1254
0.031,6882,2385,1285
0.032,6934,2421,1307
0.033,7006,2466,1337
0.034,7086,2505,1361
0.035,7136,2549,1385
0.036000000000000004,7208,2589,1408
0.037,7279,2645,1429
0.038,7330,2699,1455
0.039,7374,2733,1468
0.04,7429,2776,1494
0.041,7490,2819,1515
0.042,7565,2875,1548
0.043000000000000003,7627,2941,1593
0.044,7684,2988,1620
0.045,7749,3045,1647
0.046,7802,3081,1665
0.047,7845,3121,1689
0.048,7889,3164,1714
0.049,7931,3192,1732
0.05,7983,3241,1761
0.051000000000000004,7983,3241,1761
0.052000000000000005,7983,3241,1761
0.053,7983,3241,1761
0.054,7983,3241,1761
0.055,7983,3241,1761
0.056,7983,3241,1761
0.057,7983,3241,1761
0.058,7983,3241,1761
0.059000000000000004,7983,3241,1761
