qval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,1811,141,69
0.002,2284,235,114
0.003,2621,283,144
0.004,2908,336,165
0.005,3131,383,196
0.006,3298,437,231
0.007,3468,483,257
0.008,3603,518,270
0.009000000000000001,3728,553,292
0.01,3849,599,320
0.011,3977,625,338
0.012,4099,658,364
0.013000000000000001,4200,703,384
0.014,4296,760,412
0.015,4397,792,428
0.016,4480,819,438
0.017,4548,850,458
0.018000000000000002,4624,883,471
0.019,4728,917,490
0.02,4800,948,508
0.021,4868,994,537
0.022,4949,1019,549
0.023,5020,1040,571
0.024,5104,1060,584
0.025,5157,1091,599
0.026000000000000002,5216,1116,618
0.027,5274,1157,634
0.028,5340,1177,646
0.029,5398,1203,664
0.03,5446,1225,674
0.031,5495,1252,692
0.032,5547,1277,701
0.033,5605,1307,719
0.034,5673,1350,739
0.035,5725,1381,756
0.036000000000000004,5783,1400,764
0.037,5825,1431,772
0.038,5868,1451,790
0.039,5919,1473,802
0.04,5966,1502,810
0.041,6008,1528,829
0.042,6058,1548,845
0.043000000000000003,6096,1589,866
0.044,6138,1613,877
0.045,6192,1640,891
0.046,6235,1663,905
0.047,6286,1684,917
0.048,6327,1714,930
0.049,6372,1740,941
0.05,6415,1762,955
0.051000000000000004,6415,1762,955
0.052000000000000005,6415,1762,955
0.053,6415,1762,955
0.054,6415,1762,955
0.055,6415,1762,955
0.056,6415,1762,955
0.057,6415,1762,955
0.058,6415,1762,955
0.059000000000000004,6415,1762,955
