pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,2517,287,131
0.002,3146,423,215
0.003,3558,537,274
0.004,3877,643,340
0.005,4114,741,384
0.006,4358,830,435
0.007,4561,915,478
0.008,4720,989,522
0.009000000000000001,4880,1070,557
0.01,5030,1142,601
0.011,5165,1224,647
0.012,5296,1291,681
0.013000000000000001,5405,1352,709
0.014,5510,1415,744
0.015,5620,1480,778
0.016,5740,1538,808
0.017,5838,1596,829
0.018000000000000002,5950,1664,875
0.019,6039,1716,906
0.02,6118,1761,927
0.021,6224,1813,964
0.022,6305,1863,993
0.023,6381,1920,1027
0.024,6469,1973,1053
0.025,6549,2023,1088
0.026000000000000002,6617,2076,1120
0.027,6700,2134,1147
0.028,6767,2191,1178
0.029,6844,2234,1204
0.03,6903,2287,1232
0.031,6962,2339,1258
0.032,7021,2393,1286
0.033,7078,2431,1305
0.034,7137,2480,1335
0.035,7198,2508,1353
0.036000000000000004,7266,2550,1382
0.037,7353,2616,1407
0.038,7410,2651,1423
0.039,7471,2692,1444
0.04,7524,2745,1470
0.041,7574,2778,1492
0.042,7642,2827,1522
0.043000000000000003,7710,2874,1546
0.044,7759,2930,1571
0.045,7816,2978,1597
0.046,7867,3017,1617
0.047,7921,3069,1644
0.048,7969,3114,1671
0.049,8014,3170,1702
0.05,8081,3213,1731
0.051000000000000004,8081,3213,1731
0.052000000000000005,8081,3213,1731
0.053,8081,3213,1731
0.054,8081,3213,1731
0.055,8081,3213,1731
0.056,8081,3213,1731
0.057,8081,3213,1731
0.058,8081,3213,1731
0.059000000000000004,8081,3213,1731
