pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,977,67,37
0.002,1600,100,53
0.003,2082,135,68
0.004,2436,170,77
0.005,2720,187,86
0.006,3004,222,95
0.007,3279,253,110
0.008,3498,279,122
0.009000000000000001,3713,306,136
0.01,3930,326,145
0.011,4115,357,158
0.012,4308,386,173
0.013000000000000001,4479,408,182
0.014,4619,439,193
0.015,4775,464,206
0.016,4902,487,219
0.017,5051,501,226
0.018000000000000002,5200,537,237
0.019,5325,559,243
0.02,5469,581,251
0.021,5604,605,259
0.022,5709,630,268
0.023,5840,659,282
0.024,5945,686,293
0.025,6055,709,308
0.026000000000000002,6145,729,321
0.027,6245,760,328
0.028,6338,777,337
0.029,6427,805,352
0.03,6529,832,362
0.031,6612,848,372
0.032,6697,876,380
0.033,6793,896,388
0.034,6888,919,404
0.035,6984,937,413
0.036000000000000004,7068,953,422
0.037,7147,972,431
0.038,7227,993,438
0.039,7304,1023,451
0.04,7397,1053,462
0.041,7456,1072,472
0.042,7535,1097,479
0.043000000000000003,7601,1118,489
0.044,7672,1140,507
0.045,7739,1159,521
0.046,7812,1184,535
0.047,7882,1213,544
0.048,7949,1239,557
0.049,8023,1270,572
0.05,8091,1298,583
0.051000000000000004,8091,1298,583
0.052000000000000005,8091,1298,583
0.053,8091,1298,583
0.054,8091,1298,583
0.055,8091,1298,583
0.056,8091,1298,583
0.057,8091,1298,583
0.058,8091,1298,583
0.059000000000000004,8091,1298,583
