pval,nb_prots_ctrl,nb_prots_nlrp3,nb_prots_both
0.0,0,0,0
0.001,2579,262,121
0.002,3204,405,208
0.003,3630,513,263
0.004,3942,610,320
0.005,4196,703,378
0.006,4429,792,423
0.007,4606,871,457
0.008,4803,959,501
0.009000000000000001,4969,1035,548
0.01,5111,1098,587
0.011,5247,1179,629
0.012,5361,1239,665
0.013000000000000001,5509,1309,701
0.014,5622,1368,730
0.015,5741,1428,765
0.016,5830,1507,802
0.017,5934,1561,828
0.018000000000000002,6028,1616,852
0.019,6118,1673,879
0.02,6223,1734,905
0.021,6299,1776,927
0.022,6405,1832,957
0.023,6482,1881,985
0.024,6559,1924,1014
0.025,6650,1974,1046
0.026000000000000002,6714,2033,1085
0.027,6770,2080,1108
0.028,6852,2140,1150
0.029,6909,2188,1178
0.03,6978,2229,1206
0.031,7043,2280,1239
0.032,7107,2331,1271
0.033,7173,2375,1290
0.034,7237,2416,1306
0.035,7304,2456,1328
0.036000000000000004,7357,2499,1348
0.037,7436,2564,1374
0.038,7512,2618,1395
0.039,7572,2656,1414
0.04,7632,2691,1436
0.041,7694,2727,1455
0.042,7745,2771,1483
0.043000000000000003,7808,2824,1508
0.044,7847,2872,1525
0.045,7913,2923,1552
0.046,7977,2970,1581
0.047,8025,3012,1603
0.048,8078,3046,1626
0.049,8121,3082,1652
0.05,8164,3122,1673
0.051000000000000004,8164,3122,1673
0.052000000000000005,8164,3122,1673
0.053,8164,3122,1673
0.054,8164,3122,1673
0.055,8164,3122,1673
0.056,8164,3122,1673
0.057,8164,3122,1673
0.058,8164,3122,1673
0.059000000000000004,8164,3122,1673
